,0_6.0_80
2020-08-19,963.6437958528477
2020-08-20,984.352066219908
2020-08-21,981.0636701170733
2020-08-22,961.2886695885245
2020-08-23,924.4511794270074
2020-08-24,881.6999721913744
2020-08-25,847.1168609991364
2020-08-26,841.4108906582114
2020-08-27,828.9529339777437
2020-08-28,789.2206618060954
2020-08-29,754.7957066643139
2020-08-30,729.8731973854447
2020-08-31,705.9642985483079
2020-09-01,676.6239354025602
2020-09-02,643.5545913351889
2020-09-03,609.1473647253224
2020-09-04,577.3291554342941
2020-09-05,550.6179407378077
2020-09-06,528.7728467046036
2020-09-07,514.0331017384669
2020-09-08,506.37533158760925
2020-09-09,507.19590812055685
2020-09-10,509.90585692551394
2020-09-11,508.2179613284534
2020-09-12,514.5945621407445
2020-09-13,533.8157924448751
2020-09-14,545.6935023374681
2020-09-15,537.0944165776309
2020-09-16,524.2789672252693
2020-09-17,509.98313069547294
2020-09-18,498.47831139822665
2020-09-19,506.0571041924268
2020-09-20,502.1699243618059
2020-09-21,494.18512256602116
2020-09-22,500.01635132673255
2020-09-23,497.6600742015871
2020-09-24,489.53604581038235
2020-09-25,484.00204053803463
2020-09-26,473.2430891132826
2020-09-27,486.9631190284563
2020-09-28,552.1939479110442
2020-09-29,596.6913505727571
2020-09-30,602.6726861012867
2020-10-01,595.0055318045488
2020-10-02,576.0925703178073
2020-10-03,572.2369977102499
2020-10-04,578.0432048539224
2020-10-05,569.56001307712
2020-10-06,556.345275736734
2020-10-07,551.1577675338049
2020-10-08,553.2087262970745
2020-10-09,559.0659220678936
2020-10-10,565.3110260306275
2020-10-11,567.9906467784167
2020-10-12,569.5644832181279
2020-10-13,574.3543953021726
2020-10-14,578.9012799354969
2020-10-15,582.0397116542008
2020-10-16,583.1382242104737
2020-10-17,584.3156337233231
2020-10-18,584.6600316438125
2020-10-19,592.3336336558568
2020-10-20,600.015095704628
2020-10-21,597.5686075317499
2020-10-22,598.1048417393031
2020-10-23,604.4409138807096
2020-10-24,616.8616539418581
2020-10-25,637.2397050974541
2020-10-26,660.4785721123772
2020-10-27,682.857338139147
2020-10-28,701.6497951955826
2020-10-29,709.9597809041734
2020-10-30,723.2693052234245
2020-10-31,743.1269066116656
2020-11-01,764.9428384525963
2020-11-02,789.0667838654481
2020-11-03,808.031798073047
2020-11-04,834.4616600067238
2020-11-05,885.1692711027135
2020-11-06,942.322471618565
2020-11-07,990.3290731056622
2020-11-08,1033.6099221600307
2020-11-09,1106.2252784036973
2020-11-10,1204.219248318841
2020-11-11,1296.6381496526737
2020-11-12,1374.4938543419994
2020-11-13,1437.73403840838
2020-11-14,1489.5500435448484
2020-11-15,1546.5482375503198
2020-11-16,1625.3085621717037
2020-11-17,1723.990432391991
2020-11-18,1831.5726692607568
2020-11-19,1938.9138759744237
2020-11-20,2043.8278990472754
2020-11-21,2144.9405282013904
2020-11-22,2206.6139753302123
2020-11-23,2206.624500245569
2020-11-24,2194.598024630104
2020-11-25,2202.3110845304036
2020-11-26,2202.949109776382
2020-11-27,2199.464044581109
2020-11-28,2211.711671917932
2020-11-29,2253.136834951787
2020-11-30,2316.0754449048254
2020-12-01,2364.313154315314
2020-12-02,2394.642083618295
2020-12-03,2423.158794108749
2020-12-04,2450.7488333152723
2020-12-05,2486.7582829814637
2020-12-06,2500.700116236083
2020-12-07,2493.005221670086
2020-12-08,2507.213084263698
2020-12-09,2546.169413997821
2020-12-10,2592.730119897111
2020-12-11,2646.5694180990104
2020-12-12,2696.5064393533976
2020-12-13,2736.513930818968
2020-12-14,2776.793616240029
2020-12-15,2816.2802721807384
2020-12-16,2849.507196495717
2020-12-17,2877.424579279468
2020-12-18,2894.553789155587
2020-12-19,2907.5015943229373
2020-12-20,2931.0884271226532
2020-12-21,2974.7872963387053
2020-12-22,3039.7634676183225
2020-12-23,3131.372297334776
2020-12-24,3234.34220905049
2020-12-25,3324.490181047033
2020-12-26,3438.2681919587776
2020-12-27,3534.6567785665684
2020-12-28,3611.652993074036
2020-12-29,3702.199407851993
2020-12-30,3758.9043078921677
2020-12-31,3772.1750875760918
2021-01-01,3770.504692098708
2021-01-02,3800.2653744840645
2021-01-03,3891.441669684922
2021-01-04,4025.7890915494354
2021-01-05,4275.224466804182
2021-01-06,4637.794105463603
2021-01-07,5112.308330405271
2021-01-08,5668.6077970953775
2021-01-09,6196.5673704266665
2021-01-10,6588.488675674715
2021-01-11,6704.7460004899185
2021-01-12,6654.089568971249
2021-01-13,6462.015974608948
2021-01-14,6306.415343611676
2021-01-15,6242.071154469857
2021-01-16,6135.020849392167
2021-01-17,6104.211485239444
2021-01-18,6124.21634839155
2021-01-19,6048.905114118359
2021-01-20,5928.279003690986
2021-01-21,5849.866952285636
2021-01-22,5516.057477800932
2021-01-23,5040.867388235056
2021-01-24,4650.764994787052
2021-01-25,4334.356034111057
2021-01-26,4137.471251665906
2021-01-27,3988.835075161711
2021-01-28,3834.311979732767
2021-01-29,3662.2344826104236
2021-01-30,3554.039246765198
2021-01-31,3431.1366943666944
2021-02-01,3251.7250532709877
2021-02-02,3059.2388220488792
2021-02-03,2848.105370516365
2021-02-04,2662.2182463973877
2021-02-05,2513.0213726247894
2021-02-06,2400.415366199275
2021-02-07,2298.792720684374
2021-02-08,2172.181390062964
2021-02-09,2054.5309159973403
2021-02-10,1932.058603330981
2021-02-11,1795.082887672179
2021-02-12,1681.9318497239146
2021-02-13,1601.8743566689081
2021-02-14,1537.772494921228
2021-02-15,1483.8096684771008
2021-02-16,1432.4227650896064
2021-02-17,1394.8256180320168
2021-02-18,1371.3595071076415
2021-02-19,1342.952167448413
2021-02-20,1307.1228994483245
2021-02-21,1265.755864062463
2021-02-22,1222.6645490690717
2021-02-23,1177.495681048138
2021-02-24,1133.1385624231189
2021-02-25,1102.9285826758714
2021-02-26,1082.6897977392073
2021-02-27,1062.156752562907
2021-02-28,1068.26265522436
2021-03-01,1105.083135655208
2021-03-02,1136.4365962933516
2021-03-03,1158.855182832398
2021-03-04,1164.1805935063749
2021-03-05,1155.7844976600609
2021-03-06,1150.0167135307565
2021-03-07,1133.620472530427
2021-03-08,1130.3499638189096
2021-03-09,1157.8554971036501
2021-03-10,1173.7989797662594
2021-03-11,1180.5156539760646
2021-03-12,1184.6099638809683
2021-03-13,1183.2332453553681
2021-03-14,1182.1223711350467
2021-03-15,1200.9249719288782
2021-03-16,1235.8707440852886
2021-03-17,1268.0273827325436
2021-03-18,1300.3014787747525
2021-03-19,1346.6600843697088
2021-03-20,1384.5350461715716
2021-03-21,1415.1652095820755
2021-03-22,1457.4368495908566
2021-03-23,1504.9279679135652
2021-03-24,1569.2730686014984
2021-03-25,1649.53456520068
2021-03-26,1757.4870686706854
2021-03-27,1865.911457286158
2021-03-28,1954.4546393599594
2021-03-29,2048.8316571247415
2021-03-30,2153.0774715708103
2021-03-31,2259.903229669784
2021-04-01,2364.2904714436736
2021-04-02,2472.3258396108868
2021-04-03,2546.1034433684545
2021-04-04,2607.7914030200336
2021-04-05,2701.661961662059
2021-04-06,2812.150251397339
2021-04-07,2929.1365472311736
2021-04-08,3047.059959348757
2021-04-09,3155.1266556837945
2021-04-10,3245.248513769591
2021-04-11,3332.6133680194034
2021-04-12,3441.6711923491093
2021-04-13,3567.7139355926774
2021-04-14,3699.3569574108114
2021-04-15,3843.421363385045
2021-04-16,3997.6235176495975
2021-04-17,4147.955154974014
2021-04-18,4279.0105084630195
2021-04-19,4405.200456413208
2021-04-20,4548.328308429802
2021-04-21,4702.506871616701
2021-04-22,4850.610092764022
2021-04-23,4940.930694361799
2021-04-24,4991.786264327588
2021-04-25,5084.190007805824
2021-04-26,5200.49240944651
2021-04-27,5256.485542726237
2021-04-28,5288.962051514187
2021-04-29,5329.422504678601
2021-04-30,5391.827457078965
2021-05-01,5506.574276726344
2021-05-02,5598.214987351559
2021-05-03,5603.109879071009
2021-05-04,5558.519201749237
2021-05-05,5517.43473068485
2021-05-06,5548.3134456501575
2021-05-07,5638.097759541124
2021-05-08,5728.424952956382
2021-05-09,5854.588839448639
2021-05-10,6116.467683467432
2021-05-11,6484.573037578957
2021-05-12,6748.001363578835
2021-05-13,6824.419720602804
2021-05-14,6803.878407454118
2021-05-15,6737.909398593241
2021-05-16,6655.097583089257
2021-05-17,6374.2700882848585
2021-05-18,6070.43654822174
2021-05-19,5895.251521621598
2021-05-20,5675.790132107912
2021-05-21,5456.1799954511225
2021-05-22,5272.105836902978
2021-05-23,5092.283359597204
2021-05-24,4901.471098492155
2021-05-25,4704.317830549204
2021-05-26,4494.802971531753
2021-05-27,4267.3053296629805
2021-05-28,4055.817584702396
2021-05-29,3892.1282613285584
2021-05-30,3766.486517795711
2021-05-31,3614.881698513753
2021-06-01,3408.790863670991
2021-06-02,3225.5212717168033
2021-06-03,3080.2249713526107
2021-06-04,2915.818173032836
2021-06-05,2759.534833129146
2021-06-06,2634.359977659071
2021-06-07,2508.3506633333163
2021-06-08,2391.8712610539515
2021-06-09,2271.302323122858
2021-06-10,2151.921732133953
2021-06-11,2057.9677054204512
2021-06-12,1970.0330405780114
2021-06-13,1885.5289563433034
2021-06-14,1812.2722520643147
2021-06-15,1749.7891490791226
2021-06-16,1706.1794975202065
2021-06-17,1703.600293784053
2021-06-18,1676.1942770264577
2021-06-19,1612.6498671320733
2021-06-20,1564.3496143217199
2021-06-21,1534.722798235016
2021-06-22,1522.1302023101598
2021-06-23,1539.5413283291273
2021-06-24,1570.590674073319
2021-06-25,1595.6467268002452
2021-06-26,1629.5652779502561
2021-06-27,1619.6852049793815
2021-06-28,1615.1185125155607
2021-06-29,1638.0285076790024
2021-06-30,1644.4972177280579
2021-07-01,1665.0519955449272
2021-07-02,1647.3784997555194
2021-07-03,1614.2768866182305
2021-07-04,1586.006868616445
2021-07-05,1578.015765332384
2021-07-06,1577.7253942313837
2021-07-07,1616.3637875973945
2021-07-08,1723.4673751909286
2021-07-09,1829.635251444648
2021-07-10,1948.6694736476056
2021-07-11,2067.5072429679567
2021-07-12,2155.717450384749
2021-07-13,2258.9955149460584
2021-07-14,2386.525967998663
2021-07-15,2522.1063112167176
2021-07-16,2662.020373389707
2021-07-17,2796.0695928017376
2021-07-18,2979.9819057633867
2021-07-19,3190.57574737526
2021-07-20,3378.985276850406
2021-07-21,3579.3150069994153
2021-07-22,3796.733859865577
2021-07-23,4010.1853416207014
2021-07-24,4226.362107180757
2021-07-25,4576.171213073074
2021-07-26,5076.96941667248
2021-07-27,5587.720916668302
2021-07-28,6209.506673444877
2021-07-29,7007.924701431766
2021-07-30,7837.019697588636
2021-07-31,8601.674751949497
2021-08-01,9285.795034965384
2021-08-02,9893.51006843883
2021-08-03,10408.487003611284
2021-08-04,10839.306529461639
2021-08-05,11326.983352834126
2021-08-06,11794.26743072737
2021-08-07,12214.64967020275
2021-08-08,12622.177478153375
2021-08-09,12946.038489939296
2021-08-10,13273.82335565635
2021-08-11,13668.251878045034
2021-08-12,14074.18205321324
2021-08-13,14472.779971138574
2021-08-14,14843.03089387645
2021-08-15,15320.321713134414
2021-08-16,15943.868947448675
2021-08-17,16793.434923120076
2021-08-18,17712.193483046023
2021-08-19,18509.342351373285
2021-08-20,19135.313464933075
2021-08-21,19603.129094395787
2021-08-22,19694.049208026612
2021-08-23,18874.5251525247
2021-08-24,17786.488040175987
2021-08-25,17124.61737032933
2021-08-26,16497.075509181712
2021-08-27,16208.948072686559
2021-08-28,16348.689459058223
2021-08-29,16317.220451214118
2021-08-30,16109.292074310593
2021-08-31,15708.50100067188
2021-09-01,15228.781832747161
2021-09-02,14651.920826214598
2021-09-03,13798.261425044155
2021-09-04,12938.67584911664
2021-09-05,12272.011446882738
2021-09-06,11657.309562065871
2021-09-07,10999.986674875021
2021-09-08,10311.763108493295
2021-09-09,9742.219848042587
2021-09-10,9038.683058503317
2021-09-11,8175.545085643651
2021-09-12,7446.837925827131
2021-09-13,6800.0935084887315
2021-09-14,6145.000485162251
2021-09-15,5530.163799685193
2021-09-16,4967.609909222461
2021-09-17,4461.235420227051
2021-09-18,4048.681144555798
2021-09-19,3683.3683494178113
2021-09-20,3326.175574204419
2021-09-21,2991.4629953082185
2021-09-22,2732.051965985447
2021-09-23,2506.296509720385
2021-09-24,2305.357360777911
2021-09-25,2122.1616391425487
2021-09-26,1935.869315013755
2021-09-27,1770.7713743057102
2021-09-28,1696.845289631281
2021-09-29,1672.8226774742361
2021-09-30,1567.1273990948685
2021-10-01,1618.8565950405318
2021-10-02,1683.2773411246017
2021-10-03,1492.890095576644
2021-10-04,1243.5387214345392
2021-10-05,1054.47136655543
2021-10-06,918.0550038029905
2021-10-07,851.1704093238804
2021-10-08,813.8178639574908
2021-10-09,740.6128796259873
2021-10-10,660.0264660825487
2021-10-11,601.1093818994705
2021-10-12,543.4207793679088
2021-10-13,502.20041933539324
2021-10-14,482.98984502768144
2021-10-15,451.9006812321022
2021-10-16,412.4862441373989
2021-10-17,382.295653590234
2021-10-18,350.8461760682985
2021-10-19,317.034158809809
2021-10-20,288.3664690286387
2021-10-21,261.67809173092246
2021-10-22,239.25199344730936
2021-10-23,225.99922476988286
2021-10-24,214.79414095613174
2021-10-25,203.335462449817
2021-10-26,192.24050737102516
2021-10-27,185.11200111242943
2021-10-28,189.139470721595
2021-10-29,191.28411995456554
2021-10-30,185.72561361081898
2021-10-31,176.2631617465522
2021-11-01,165.09319075196981
2021-11-02,154.19029775238596
2021-11-03,143.4501616570633
2021-11-04,135.500746646896
2021-11-05,129.8783691301942
2021-11-06,123.78440868156031
2021-11-07,117.55379944783635
2021-11-08,113.01130796736106
2021-11-09,117.95633813878521
2021-11-10,124.72256615175866
2021-11-11,124.81884791445918
2021-11-12,119.67027971916832
2021-11-13,113.02718043280765
2021-11-14,107.71571096708067
2021-11-15,101.72235019155778
2021-11-16,96.7637157374993
2021-11-17,93.37187911570072
2021-11-18,90.50337407388724
2021-11-19,87.1426315929275
2021-11-20,82.7708741708193
2021-11-21,78.4598220482003
2021-11-22,74.547390635591
2021-11-23,70.18543339101598
2021-11-24,66.5791437854059
2021-11-25,63.27988711814396
2021-11-26,59.166536221280694
2021-11-27,54.57949325279333
2021-11-28,50.09160106093623
2021-11-29,46.92236860166304
