185882.34827787877,220264.59801322367,256884.21713223978,294861.3928009476,334256.41038480453,375870.5355295509,421585.85110129096,475903.9921038822,545081.2573188697,637750.0710068971,766620.2055413532,949143.3413681402,1207409.0303477906,1568400.2105436036,2062518.5042322678,2716324.4100048933,3545205.97570949
192948.9019122711,227570.6839474658,264518.9424927842,303212.9746702017,343925.0845934429,387947.3690518137,437865.048910177,498314.39588859625,576353.7537298563,681270.2636392296,825948.2337951588,1028115.7808162214,1309403.1987452942,1695618.9317105603,2215511.0058787605,2892719.4905854864,3738254.008108945
200466.08677238383,235399.13297341595,272925.57195566926,312676.0929216415,355311.4708803478,402876.97776735114,458091.00832670234,526232.9571290673,615206.1696956381,734295.1970776152,896901.090622229,1120586.7124138337,1426215.9362399317,1838643.14546456,2384806.3916550926,3084536.4857781944,3945114.575253378
209145.74301579042,244718.85527096473,283264.5598188388,324727.3504160542,370442.8664705782,422686.4296078793,484702.7594851449,562596.6169335207,664355.521724199,799818.253756623,982367.272892639,1229169.9747398729,1560553.69598438,2000246.4948467643,2572465.891509681,3293686.284285874,4167316.608728663
218992.60543318413,255555.67198189133,295664.42284779303,339877.6530227126,389812.6502993679,448218.767378395,519125.60319470864,608782.4078524734,725734.9591696397,879861.7885466684,1084324.7596058522,1356059.6094769707,1714739.9403479695,2182193.4272440714,2780073.8077856745,3521315.4438423747,4405739.751773239
230380.7113749226,268517.2319488931,311265.02320229023,359448.61782403715,415165.8716714944,481886.2054125638,563827.0392173668,667746.4165533832,802340.4205546891,977365.3318579679,1205894.3004641247,1504534.3944656556,1891602.607861089,2387058.280741302,3009775.4802167993,3769250.8393671643,4661702.140614093
244424.49054464657,285237.41603398725,331863.158201092,385666.82506630284,449335.6672811214,526631.9553051158,622209.2429779579,743000.2358731457,897744.9081691909,1096194.9783110379,1351160.853639239,1678314.7521994847,2094614.1403367785,2617897.6427754145,3264210.353878802,4039484.126882805,4936674.031335909
262629.16731380293,307434.237616965,359770.5068224908,421421.98890654027,495481.22196326806,586112.3245667755,698139.7922588063,838633.6517980944,1016474.4995136233,1241077.62051403,1524573.1168247848,1881649.847685887,2327650.4369815458,2878119.3763852683,3546095.0840306813,4334088.046420298,5232011.4645117
287221.31269888213,338013.0722741847,398367.0253487076,470528.61537631386,557933.2974131915,664997.9607158005,796728.8582883717,960301.9820899148,1164339.0854858824,1417695.1130175202,1731660.8386148743,2119713.268399737,2595311.9868072933,3171542.161247287,3858406.608134325,4655089.573947177,5548821.154948241
321547.6798106401,380871.9072760895,452206.9785719411,538127.5712087487,642394.1407777874,769681.8563167737,924940.9567770767,1115135.3695234444,1348491.917680077,1633064.8503781217,1979067.0359652569,2398488.689741467,2902743.939999461,3502298.122259704,4204127.1981494175,5004497.61974134,5888584.358547964
370883.62553090026,442021.0289881711,528031.813755784,631810.6581668535,757293.8548927978,909133.8467770733,1092020.7414421714,1312515.2764794028,1578184.493722054,1895992.8094236832,2274834.8499245066,2724984.3892591703,3255656.3565464406,3874792.572932,4586622.76035283,5384836.661829612,6253028.357268193
442904.23364115244,530278.2309820813,635793.111877596,762455.2305789995,914175.3014430404,1095364.77559911,1310154.733507657,1564426.770993816,1864798.1692424703,2216893.546332223,2628106.906886818,3106959.4756038333,3660496.1390159167,4294215.01336213,5009820.736936221,5798884.8874569675,6644007.572748383
550048.1502435592,659382.8193720407,790334.5419021696,945760.4511079474,1129247.5864442848,1344645.0740209909,1595212.0321324242,1885895.9435309803,2222183.0246736957,2608225.3287963187,3049834.2657414186,3553727.0189173413,4124841.587583598,4766435.668441484,5478042.721525252,6249656.424956317,7063511.354679215
711916.9575529101,850234.1258278748,1013445.3302250693,1203913.0115728062,1424577.7080572841,1678441.1158867092,1967630.3930258797,2295969.7573258877,2667658.598286473,3085295.2164900126,3553114.5259613185,4076107.5910412176,4657294.031622185,5298000.340189252,5996033.148298374,6740416.715151115,7513671.85631287
959054.6009989963,1134216.3324012586,1336769.0556833702,1568206.2550502154,1830502.3874264779,2125540.197665981,2454124.4963494055,2818858.0825443594,3222621.990279799,3666523.8423836417,4153353.480338223,4686570.610262282,5267580.549791291,5896186.780175436,6568988.760920065,7274697.669173644,7996771.902436807
1338949.1006000754,1558546.046003368,1806394.5629722415,2082777.5579745292,2388466.7373249857,2724085.617720726,3089088.301781862,3484912.739117087,3913244.3081082604,4373927.322344677,4868572.366256572,5399415.389323563,5966655.219052889,6569058.787120917,7202586.707739272,7856312.257104049,8515252.732846374
1924833.4814526439,2193495.664489624,2488607.665245303,2809068.4353473345,3154410.271956306,3524077.5699174954,3916384.536888456,4331855.247952287,4771274.795364568,5233621.55423143,5719709.6466465,6230943.011679157,6766792.581435951,7325515.327430826,7903010.099266721,8489368.089103675,9071721.479250727
