date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Temp,Humidity,pcr_test
2020/11/28,-6.285714286,-0.142857143,1.142857143,-20.57142857,-14.85714286,5.857142857,12.71428571,69.28571429,31866.57143
2020/11/29,-6.857142857,0,-1.857142857,-22.28571429,-14.71428571,6.142857143,12.01428571,67.85714286,30664.57143
2020/11/30,-9.285714286,-0.142857143,-7.571428571,-19.57142857,-7,4.285714286,11.21428571,70,35203.85714
2020/12/1,-9,0.142857143,-7.571428571,-19.85714286,-7,4.428571429,10.98571429,71.42857143,35277.57143
2020/12/2,-9.285714286,-0.285714286,-7.857142857,-20.28571429,-7,4.571428571,10.65714286,69.57142857,35589.57143
2020/12/3,-9.571428571,-0.428571429,-9.142857143,-20.71428571,-7,4.714285714,9.985714286,71,34759.42857
2020/12/4,-9.428571429,-0.285714286,-9.428571429,-20.85714286,-7,4.857142857,9.642857143,68.57142857,34015.71429
2020/12/5,-9.571428571,-0.428571429,-11,-21.28571429,-7,4.857142857,8.9,72.85714286,34016.57143
2020/12/6,-9.285714286,-0.285714286,-10.57142857,-21.14285714,-7,4.857142857,8.628571429,76.28571429,34821.85714
2020/12/7,-9.714285714,-0.571428571,-10.42857143,-21.28571429,-7.142857143,5,8.6,76.57142857,34307.85714
2020/12/8,-9.857142857,-0.857142857,-10.71428571,-21.57142857,-7.142857143,5,8.771428571,76.57142857,33703.71429
2020/12/9,-9.714285714,-0.714285714,-10.28571429,-21.71428571,-7.285714286,5,9,73.71428571,35321
2020/12/10,-9.428571429,-0.428571429,-10.14285714,-21.57142857,-7.428571429,5,9.171428571,71,36433.71429
2020/12/11,-9.571428571,-0.571428571,-10,-21.57142857,-7.428571429,4.857142857,9.314285714,73.14285714,38675
2020/12/12,-9.142857143,-0.285714286,-8.857142857,-21.28571429,-7.714285714,4.857142857,10,70.85714286,39516.42857
2020/12/13,-9.142857143,-0.285714286,-10.14285714,-21.42857143,-7.714285714,4.857142857,10.24285714,69.71428571,38878.14286
2020/12/14,-9.285714286,-0.714285714,-11.57142857,-21.57142857,-7.857142857,4.857142857,10.07142857,68.42857143,41166.85714
2020/12/15,-8.714285714,-0.285714286,-13,-21.28571429,-8,4.857142857,9.314285714,65.42857143,41989.28571
2020/12/16,-8.571428571,-0.142857143,-14.42857143,-21.14285714,-8,4.857142857,8.571428571,62.85714286,41953
2020/12/17,-8.714285714,-0.428571429,-15.57142857,-21.28571429,-8,4.857142857,7.857142857,58.57142857,44499.71429
2020/12/18,-8.571428571,-0.142857143,-16.71428571,-21.28571429,-8,5,7.271428571,55.14285714,44869.28571
2020/12/19,-8.714285714,-0.142857143,-18.42857143,-21.42857143,-7.571428571,5,6.471428571,52,44704.42857
2020/12/20,-8.714285714,0,-20.14285714,-21.71428571,-7.428571429,5,5.685714286,48.14285714,44581.28571
2020/12/21,-8.142857143,0.714285714,-19.85714286,-21.57142857,-7.428571429,5,5.228571429,45,44851.57143
2020/12/22,-8.142857143,0.571428571,-19.14285714,-21.71428571,-7.428571429,5,5.157142857,47.28571429,42750.57143
2020/12/23,-7.428571429,1.142857143,-18,-21.57142857,-7.428571429,4.857142857,5.6,48.85714286,45315.57143
2020/12/24,-6.142857143,2.285714286,-18.28571429,-21.57142857,-7.571428571,4.857142857,6.128571429,50.85714286,45468.85714
2020/12/25,-5.571428571,3,-18.42857143,-21.71428571,-7.857142857,5,6.5,50.42857143,46017.42857
2020/12/26,-6,3,-18.28571429,-21.85714286,-7.714285714,5,6.585714286,50.85714286,46821.42857
2020/12/27,-6.428571429,3,-18.14285714,-21.85714286,-7.428571429,5.142857143,7.071428571,52.85714286,46775.85714
2020/12/28,-4,4.285714286,-17.85714286,-22.71428571,-10,5.714285714,7.528571429,57.42857143,49452
2020/12/29,-0.857142857,6.428571429,-16.71428571,-25,-15.85714286,7.285714286,7.971428571,58.14285714,48557.71429
2020/12/30,1,8.428571429,-19.57142857,-28.57142857,-23.85714286,9.714285714,7.857142857,60.14285714,41245
2020/12/31,-0.285714286,9.142857143,-20.42857143,-33.71428571,-33.28571429,12.85714286,7.2,57,37825.42857
2021/1/1,-5.857142857,2.571428571,-18.85714286,-40,-43.85714286,16.42857143,6.585714286,55.71428571,32798.42857
2021/1/2,-8.142857143,-0.571428571,-19.28571429,-43,-51.71428571,17.85714286,6.357142857,56,29379.71429
2021/1/3,-10,-2.857142857,-19.85714286,-44.28571429,-55.28571429,18.28571429,5.771428571,55,30569.42857
2021/1/4,-11.28571429,-4.142857143,-19.14285714,-45.57142857,-57.71428571,19.28571429,5.385714286,52.14285714,31991.57143
2021/1/5,-14.85714286,-6.571428571,-21.28571429,-44.57142857,-53.71428571,18.57142857,5,52.28571429,41076.71429
2021/1/6,-18.14285714,-9,-19.57142857,-42.14285714,-46.28571429,16.57142857,4.771428571,53,48633.57143
2021/1/7,-19.85714286,-11.57142857,-19.85714286,-38.28571429,-37.28571429,14,5.185714286,54.85714286,54614.28571
2021/1/8,-17.28571429,-6.857142857,-23.28571429,-33.42857143,-27.14285714,10.85714286,4.9,55.14285714,60085.85714
2021/1/9,-17.14285714,-5,-24.71428571,-32.71428571,-20.28571429,10.14285714,4.628571429,52,63940.71429
2021/1/10,-16.57142857,-3.714285714,-25,-33.42857143,-17.85714286,10,4.471428571,50.85714286,64471.71429
2021/1/11,-17.57142857,-4.285714286,-25.71428571,-36.14285714,-20.28571429,10.85714286,3.971428571,50.14285714,55272.28571
2021/1/12,-19.85714286,-5.285714286,-27.85714286,-36.14285714,-19,10.57142857,3.6,50.28571429,55001.57143
2021/1/13,-20.85714286,-5.857142857,-27.71428571,-36.28571429,-18.85714286,10.57142857,3.671428571,49,56042.71429
2021/1/14,-21,-5.857142857,-25.85714286,-36.42857143,-18.85714286,10.28571429,3.9,50.14285714,58873.42857
2021/1/15,-20.71428571,-5.571428571,-24.71428571,-36.57142857,-18.85714286,10,4.5,53.85714286,59907.28571
2021/1/16,-20.42857143,-5.428571429,-22.85714286,-36.42857143,-18.71428571,9.571428571,5.514285714,58.14285714,61183.28571
2021/1/17,-21.14285714,-6,-23.28571429,-37,-19,9.571428571,6.014285714,59.28571429,60044.71429
2021/1/18,-23.71428571,-6.714285714,-24.57142857,-33.85714286,-12.28571429,7.428571429,6.3,62.14285714,68734.85714
2021/1/19,-23.71428571,-6.857142857,-23.14285714,-34.42857143,-12.71428571,7.285714286,6.442857143,58.14285714,71129.42857
2021/1/20,-23.71428571,-7,-23.14285714,-34.85714286,-13.14285714,7.285714286,6.171428571,54.85714286,71922.14286
2021/1/21,-23.71428571,-7.142857143,-23.28571429,-35,-13.42857143,7.285714286,5.728571429,54.57142857,69709.85714
2021/1/22,-24,-7.571428571,-24,-35.14285714,-13.57142857,7.428571429,6.028571429,51.71428571,74090.28571
2021/1/23,-24.42857143,-8.142857143,-28.57142857,-35.57142857,-14.28571429,7.857142857,5.514285714,55.14285714,73012.28571
2021/1/24,-25,-8.714285714,-32.14285714,-36,-14.57142857,8.142857143,5.257142857,61.28571429,73404.57143
2021/1/25,-24.28571429,-8,-31.14285714,-35.71428571,-14.57142857,8.142857143,5.728571429,62.28571429,73571.42857
2021/1/26,-23.85714286,-7.571428571,-30.71428571,-35.42857143,-14.42857143,8.142857143,6.171428571,67,68288.85714
2021/1/27,-24,-7.714285714,-31.57142857,-35.57142857,-14.42857143,8.285714286,7.085714286,70.85714286,68863.14286
2021/1/28,-24.14285714,-7.857142857,-33.14285714,-35.71428571,-14.42857143,8.428571429,7.028571429,74.42857143,65800.71429
2021/1/29,-24,-7.714285714,-33.28571429,-35.71428571,-14.28571429,8.428571429,6.542857143,75.28571429,63089.71429
2021/1/30,-23,-6.571428571,-29.28571429,-35,-13.71428571,8.142857143,6.214285714,68.28571429,63562.42857
2021/1/31,-21.57142857,-5.142857143,-23.71428571,-33.71428571,-12.85714286,7.714285714,6.371428571,60.71428571,63417.85714
2021/2/1,-22,-5.571428571,-25,-33.85714286,-12.71428571,7.714285714,6.314285714,58.28571429,61321.85714
2021/2/2,-21.71428571,-4.428571429,-25.57142857,-33.85714286,-12.57142857,7.714285714,6.5,57.42857143,60289.71429
2021/2/3,-21.85714286,-4.714285714,-24.85714286,-33.71428571,-12.42857143,7.571428571,5.914285714,53.71428571,57144.42857
2021/2/4,-21.85714286,-4.714285714,-24.14285714,-33.57142857,-12.42857143,7.571428571,6.285714286,48.57142857,56797.28571
2021/2/5,-21.57142857,-4.285714286,-22.71428571,-33.42857143,-12.42857143,7.428571429,6.542857143,48.42857143,55204.14286
2021/2/6,-21.42857143,-4.142857143,-20.71428571,-33,-12.42857143,7.285714286,7.228571429,51.14285714,54149.57143
2021/2/7,-21.57142857,-4.285714286,-19.85714286,-32.85714286,-12.71428571,7.285714286,7.871428571,52.14285714,54209.42857
2021/2/8,-21.57142857,-4.428571429,-19.42857143,-32.71428571,-12.71428571,7.285714286,7.714285714,49.85714286,52956.57143
2021/2/9,-21.57142857,-5.571428571,-18.57142857,-32.57142857,-12.71428571,7.142857143,7.128571429,44.85714286,55677
2021/2/10,-20.42857143,-4.571428571,-17.71428571,-32,-12.57142857,6.857142857,7.2,45.71428571,55183.42857
2021/2/11,-17.42857143,-3.714285714,-13.57142857,-34.28571429,-18.71428571,8.428571429,7.442857143,46,51035.28571
2021/2/12,-17,-3.571428571,-13.28571429,-34,-18.85714286,8.428571429,7.542857143,46.42857143,48964.71429
2021/2/13,-16.85714286,-3.571428571,-12.85714286,-33.71428571,-18.85714286,8.285714286,7.757142857,48,48561.42857
2021/2/14,-16.85714286,-3.571428571,-12.14285714,-33.14285714,-18.42857143,8.142857143,8.1,50.14285714,48065
2021/2/15,-17.14285714,-3.857142857,-14.57142857,-33.14285714,-18.57142857,8.142857143,8.857142857,57.28571429,48053.85714
2021/2/16,-16.85714286,-3.285714286,-14.28571429,-32.85714286,-18.57142857,8.142857143,9.7,58.14285714,45439
2021/2/17,-17.71428571,-4,-16.42857143,-33.14285714,-18.71428571,8.428571429,9.828571429,56.57142857,44837
2021/2/18,-20.42857143,-4.714285714,-21.28571429,-30.57142857,-12.57142857,6.714285714,9.2,55.28571429,47928.28571
2021/2/19,-20.28571429,-4.571428571,-21.71428571,-30.28571429,-12.28571429,6.571428571,9.071428571,53.14285714,50543.28571
2021/2/20,-19.85714286,-4,-21.71428571,-29.71428571,-12,6.428571429,9.042857143,50.42857143,50737.42857
2021/2/21,-19.28571429,-3.571428571,-20.14285714,-29,-12.14285714,6.285714286,9.271428571,49.28571429,50732.71429
2021/2/22,-17.28571429,-2.142857143,-15.14285714,-28.28571429,-12.28571429,6,9.771428571,43.85714286,50126.85714
2021/2/23,-14.85714286,-1.857142857,-11.14285714,-31,-18.57142857,7.714285714,9.828571429,44,44194.71429
2021/2/24,-14.42857143,-1.428571429,-9.571428571,-30.42857143,-18.28571429,7.428571429,9.657142857,43.57142857,43275.28571
2021/2/25,-13.57142857,-0.428571429,-7.571428571,-29.71428571,-17.85714286,7.142857143,9.985714286,45,43951
2021/2/26,-13.71428571,-0.571428571,-9.285714286,-29.57142857,-17.85714286,7.142857143,10.24285714,45.28571429,41509.42857
2021/2/27,-13.57142857,-0.714285714,-10.85714286,-29.71428571,-17.71428571,7.285714286,9.6,44,41169
2021/2/28,-13,-0.285714286,-12.42857143,-29.57142857,-17.14285714,7.285714286,8.557142857,43.71428571,41896.42857
2021/3/1,-13.57142857,-0.428571429,-13.57142857,-29.57142857,-16.57142857,7.285714286,8.114285714,45.28571429,42740.71429
2021/3/2,-16.71428571,-2,-20.71428571,-27.14285714,-10.28571429,5.714285714,8.471428571,51.42857143,51883.57143
2021/3/3,-15.85714286,-1.285714286,-20.14285714,-27.14285714,-10.42857143,5.714285714,8.614285714,52.71428571,48378.71429
2021/3/4,-15.85714286,-1.857142857,-20.14285714,-27.28571429,-10.57142857,5.857142857,8.957142857,54.85714286,49753.28571
2021/3/5,-15.57142857,-2,-19.28571429,-27.28571429,-10.57142857,6,9.4,59.85714286,47937.42857
2021/3/6,-15.28571429,-2.142857143,-18.42857143,-27,-10.85714286,6,10.55714286,64.42857143,48203.42857
2021/3/7,-15.42857143,-2.714285714,-19.85714286,-27.28571429,-11.28571429,6,10.72857143,64.71428571,47436.85714
2021/3/8,-15.57142857,-3.428571429,-22,-27.28571429,-11.57142857,6.142857143,9.985714286,68,48555
2021/3/9,-14,-2,-17.71428571,-26.57142857,-11.42857143,5.857142857,9.428571429,66.28571429,42542.57143
2021/3/10,-13.71428571,-2.285714286,-16.85714286,-26.28571429,-11.42857143,5.857142857,10.08571429,66.57142857,46826
2021/3/11,-13,-1.857142857,-15.57142857,-26,-11.42857143,5.714285714,10.21428571,65.42857143,45111
2021/3/12,-12.42857143,-1.714285714,-15.14285714,-25.71428571,-11.57142857,5.571428571,10.34285714,63.28571429,46598
2021/3/13,-12.85714286,-2.714285714,-19,-26.14285714,-12.14285714,5.714285714,9.957142857,66.85714286,46631.85714
2021/3/14,-12,-2,-16.85714286,-24.85714286,-12,5.571428571,10.62857143,65.42857143,47040
2021/3/15,-11.14285714,-1.142857143,-13.57142857,-24.42857143,-11.85714286,5.428571429,11.52857143,57.85714286,44461.85714
2021/3/16,-11.14285714,-1.142857143,-13.57142857,-24.14285714,-11.85714286,5.428571429,12.22857143,54.42857143,45538.85714
2021/3/17,-11.14285714,-1.142857143,-12.85714286,-24,-11.85714286,5.428571429,12.47142857,53.42857143,49077
2021/3/18,-11,-1,-12.42857143,-23.71428571,-11.85714286,5.428571429,12.81428571,53,48798.14286
2021/3/19,-10.14285714,-0.285714286,-9.285714286,-23.28571429,-12,5.285714286,12.84285714,52.14285714,51046.57143
2021/3/20,-8.857142857,1.285714286,-3.714285714,-22,-13.71428571,5,13.27142857,48.28571429,50955.57143
2021/3/21,-11,-1.142857143,-11,-23.85714286,-14.28571429,5.428571429,13.87142857,55.28571429,50917.14286
2021/3/22,-11.14285714,-1.428571429,-12,-23.71428571,-14.42857143,5.428571429,13.75714286,58.14285714,51145.57143
2021/3/23,-10.42857143,-1.142857143,-9.428571429,-23.28571429,-14.42857143,5.285714286,13.22857143,58.14285714,51851.14286
2021/3/24,-9.857142857,-1,-7.142857143,-22.85714286,-14.42857143,5.142857143,13.24285714,61.42857143,48287.57143
2021/3/25,-9.428571429,-0.714285714,-7.428571429,-22.71428571,-14.57142857,5.142857143,13.55714286,65.28571429,49394.14286
2021/3/26,-9.285714286,-0.714285714,-5.285714286,-22.28571429,-14.57142857,5,13.78571429,63.14285714,48822
2021/3/27,-9.142857143,-0.428571429,0,-21,-12.42857143,4.571428571,13.72857143,60.42857143,50098.14286
2021/3/28,-8,1,3.428571429,-19.71428571,-12,4.285714286,13.7,58.28571429,50368.14286
2021/3/29,-7.142857143,1.428571429,7.714285714,-19.42857143,-12.28571429,4.142857143,14.47142857,62.57142857,53326.71429
2021/3/30,-6.571428571,1.571428571,9.285714286,-19.28571429,-12.57142857,4.142857143,15.47142857,66.85714286,51688.42857
2021/3/31,-6.142857143,1.857142857,10.57142857,-19,-12.57142857,4.142857143,16.05714286,65.85714286,52754.28571
2021/4/1,-6.428571429,1.714285714,13.14285714,-18.71428571,-12.57142857,4,16.35714286,63.71428571,53144.57143
2021/4/2,-7.142857143,1.428571429,12.42857143,-19,-12.57142857,4.142857143,16.57142857,66.71428571,52266
2021/4/3,-7.571428571,1.142857143,10.42857143,-19.71428571,-12.71428571,4.428571429,17.02857143,68.71428571,52482
2021/4/4,-7.714285714,1,10.85714286,-20,-13.14285714,4.571428571,17.31428571,68,52239.42857
2021/4/5,-8.714285714,0.571428571,5.857142857,-20.42857143,-13.14285714,4.714285714,16.65714286,68.71428571,50538.71429
2021/4/6,-9.714285714,0.285714286,3.142857143,-20.71428571,-13.28571429,4.714285714,15.62857143,67.14285714,52220.42857
2021/4/7,-10.71428571,0,0.571428571,-21.14285714,-13.71428571,4.857142857,14.97142857,67.85714286,50933.14286
2021/4/8,-11.28571429,-0.285714286,-2,-21.42857143,-13.85714286,5,14.5,68.42857143,51730.57143
2021/4/9,-11.71428571,-0.428571429,-4.571428571,-21.42857143,-13.85714286,5,13.91428571,66,52653.85714
2021/4/10,-12,-0.428571429,-6.714285714,-22.14285714,-14.14285714,5.142857143,12.98571429,63,52628.28571
2021/4/11,-11.42857143,0.714285714,-0.428571429,-21.42857143,-13.85714286,4.857142857,12.12857143,60.57142857,53382.14286
2021/4/12,-11.85714286,0.714285714,1.142857143,-21.14285714,-13.57142857,4.857142857,12.34285714,56.42857143,55094.42857
2021/4/13,-13,0.142857143,-2.428571429,-21.14285714,-13.42857143,5,13.07142857,58.42857143,56845.71429
2021/4/14,-14,-0.571428571,-6.142857143,-21.28571429,-13.28571429,5.142857143,13.35714286,63.71428571,58941.14286
2021/4/15,-13.57142857,0.428571429,-5.857142857,-21,-13,5,12.98571429,62,60565.57143
2021/4/16,-13.42857143,0.857142857,-6.142857143,-21,-12.85714286,5,13.24285714,64.57142857,62045.14286
2021/4/17,-14.42857143,-0.428571429,-12.57142857,-22.14285714,-12.85714286,5.285714286,14,70,63413.57143
2021/4/18,-14.42857143,-0.571428571,-15.57142857,-22.57142857,-13,5.428571429,14.55714286,69,64571.42857
2021/4/19,-14.28571429,-0.428571429,-15.14285714,-22.42857143,-12.85714286,5.428571429,14.75714286,66.28571429,66633.71429
2021/4/20,-13.28571429,0.714285714,-11,-22.14285714,-12.57142857,5.285714286,14.97142857,62.42857143,67444.14286
2021/4/21,-12.57142857,1.571428571,-7.428571429,-21.85714286,-12.28571429,5.142857143,15.51428571,53.71428571,70777.85714
2021/4/22,-13.14285714,0.857142857,-7.428571429,-22.14285714,-12.28571429,5.285714286,16.57142857,50.71428571,72481.71429
2021/4/23,-13,1,-6.285714286,-22,-12.14285714,5.285714286,16.58571429,49,74384.57143
2021/4/24,-11.85714286,2.428571429,0.428571429,-20.71428571,-11.71428571,4.857142857,16.52857143,45.71428571,75487.14286
2021/4/25,-12.42857143,2.571428571,1.285714286,-21.42857143,-11.71428571,4.857142857,16.6,46.71428571,76246.42857
2021/4/26,-12.71428571,2.857142857,0.857142857,-21.71428571,-11.71428571,4.857142857,16.25714286,45.85714286,75850.57143
2021/4/27,-13.14285714,2.714285714,0.428571429,-22.14285714,-11.71428571,4.857142857,15.88571429,46.14285714,77293
2021/4/28,-13.28571429,2.857142857,-2,-22.28571429,-11.71428571,4.857142857,15.75714286,50.14285714,73247
2021/4/29,-13,1.571428571,-7.428571429,-26.71428571,-18.57142857,7.285714286,15.62857143,58.57142857,72913.28571
2021/4/30,-12.42857143,2.857142857,-7,-27.71428571,-20.28571429,7.714285714,16.34285714,60.28571429,69085.85714
2021/5/1,-13.85714286,2.285714286,-9.428571429,-28.85714286,-21.14285714,8.142857143,16.68571429,62.57142857,70529
2021/5/2,-14,1.857142857,-10.71428571,-28.57142857,-21.85714286,8.285714286,16.6,63.71428571,70576.28571
2021/5/3,-10.28571429,2.857142857,-0.857142857,-31,-30.14285714,10.28571429,17.02857143,64.71428571,64899.28571
2021/5/4,-7,3.857142857,9.714285714,-33.42857143,-38.42857143,12.42857143,17.51428571,64.42857143,57284.71429
2021/5/5,-6.285714286,3,9,-37.85714286,-46.57142857,15,17.52857143,65.71428571,57138.85714
2021/5/6,-6.857142857,4.857142857,14.57142857,-34,-40.42857143,12.85714286,17.71428571,63.42857143,56805.28571
2021/5/7,-8.714285714,3,12.14285714,-34.28571429,-39.42857143,12.85714286,17.52857143,66.14285714,63271.57143
2021/5/8,-8.857142857,3.142857143,13.42857143,-34.71428571,-38.14285714,12.85714286,17.78571429,65.85714286,63654.14286
2021/5/9,-9.142857143,3.428571429,14.42857143,-35.57142857,-37.42857143,13,18.74285714,64.42857143,64385.71429
2021/5/10,-13.14285714,2.571428571,4.428571429,-33.57142857,-29.28571429,11.14285714,19.28571429,64.57142857,76741.57143
2021/5/11,-17.14285714,1.428571429,-7.142857143,-31.42857143,-21.14285714,9.285714286,19.21428571,65.42857143,86640.42857
2021/5/12,-18.85714286,2,-6.142857143,-27.57142857,-13.28571429,6.857142857,19.15714286,63.14285714,89495.85714
2021/5/13,-19.71428571,1.142857143,-8.857142857,-27.71428571,-12.85714286,6.857142857,18.81428571,65.85714286,94198.14286
2021/5/14,-19.42857143,1.857142857,-7,-27.14285714,-12.28571429,6.571428571,19.28571429,65,92757.85714
2021/5/15,-19.14285714,2.428571429,-7.571428571,-26.85714286,-12.85714286,6.571428571,19.52857143,65.14285714,92167.42857
2021/5/16,-19.85714286,2,-12.28571429,-27.57142857,-13.14285714,6.714285714,19.1,68.85714286,91397.42857
2021/5/17,-20.57142857,1.428571429,-15.28571429,-27.71428571,-13.14285714,6.857142857,19.5,75.28571429,86361.42857
2021/5/18,-20.71428571,1.285714286,-16.71428571,-27.85714286,-13,6.857142857,19.92857143,79.85714286,84834.85714
2021/5/19,-20.85714286,1.142857143,-18.42857143,-28,-12.85714286,7,19.82857143,85.85714286,93715
2021/5/20,-20.85714286,1.285714286,-18.85714286,-28.28571429,-12.71428571,7.142857143,20.25714286,85.71428571,90112.85714
2021/5/21,-21.57142857,0.428571429,-23,-29,-12.71428571,7.571428571,20.38571429,87.85714286,92608.42857
2021/5/22,-21.57142857,0.285714286,-24.42857143,-29.57142857,-12.71428571,7.714285714,20.21428571,89.42857143,92567.71429
2021/5/23,-20.85714286,1,-19.14285714,-28.85714286,-12.28571429,7.428571429,20.15714286,88.71428571,92469.85714
2021/5/24,-20.57142857,1.142857143,-17.42857143,-29,-12.14285714,7.428571429,20.02857143,85.42857143,91925.71429
2021/5/25,-19.85714286,2.142857143,-15.57142857,-28.85714286,-12,7.285714286,20.3,82,89596.14286
2021/5/26,-19,3.142857143,-11.71428571,-28.71428571,-11.71428571,7.142857143,20.85714286,76.71428571,80718.28571
2021/5/27,-19.42857143,2.428571429,-13.42857143,-28.85714286,-11.57142857,7.142857143,20.54285714,76.85714286,83475
2021/5/28,-18.28571429,3.714285714,-9.428571429,-28.28571429,-11.14285714,6.714285714,20.37142857,74.42857143,83671.85714
2021/5/29,-17.85714286,4.142857143,-7.285714286,-27.71428571,-10.71428571,6.428571429,20.77142857,72.14285714,82314.85714
2021/5/30,-17.42857143,4.428571429,-7.428571429,-27.42857143,-10.42857143,6.428571429,21,71.28571429,81576.85714
2021/5/31,-16.57142857,5.285714286,-5.571428571,-27.14285714,-9.857142857,6.285714286,20.78571429,71.71428571,80446.42857
2021/6/1,-16.57142857,5,-5.142857143,-27.14285714,-9.428571429,6.285714286,20.45714286,72.85714286,80067.71429
2021/6/2,-16.57142857,4.714285714,-5.571428571,-27.14285714,-9.142857143,6.285714286,20.58571429,74.14285714,78567.85714
2021/6/3,-15.57142857,5.857142857,-1.857142857,-26.57142857,-8.714285714,6.142857143,21.32857143,71.14285714,87110
2021/6/4,-17,4,-6.857142857,-27,-8.857142857,6.571428571,21.4,74.28571429,84220.57143
2021/6/5,-16.71428571,4.285714286,-6.714285714,-26.85714286,-9,6.571428571,21.3,75.71428571,83806.28571
2021/6/6,-16.85714286,4,-8.142857143,-26.85714286,-9.142857143,6.571428571,21.37142857,77.42857143,83287.57143
2021/6/7,-17,3.857142857,-8.285714286,-26.85714286,-9.285714286,6.571428571,21.77142857,77.85714286,82063.42857
2021/6/8,-17.14285714,3.714285714,-8.714285714,-26.85714286,-9.428571429,6.571428571,22.44285714,76.42857143,81313
2021/6/9,-17.14285714,3.714285714,-8.714285714,-26.71428571,-9.428571429,6.571428571,22.8,74.28571429,79402.28571
2021/6/10,-16.71428571,4.285714286,-7.714285714,-26.57142857,-9.428571429,6.428571429,23.08571429,73,64878.57143
2021/6/11,-15.14285714,6,-2.714285714,-26,-9.285714286,6,23.47142857,68.85714286,65100.42857
2021/6/12,-15.14285714,5.571428571,-3.428571429,-25.85714286,-9.714285714,6,23.64285714,68.28571429,64688
2021/6/13,-14.85714286,5.714285714,-3.714285714,-25.71428571,-9.857142857,6,24.01428571,66.14285714,64487
2021/6/14,-15,5.285714286,-5.428571429,-25.71428571,-10,6,23.67142857,69.14285714,62369.85714
2021/6/15,-14.42857143,5.857142857,-6,-25.42857143,-10,6,23.47142857,71.42857143,62237.28571
2021/6/16,-14.57142857,5.571428571,-9.142857143,-25.42857143,-10.14285714,6,23.14285714,76,62633.14286
2021/6/17,-14.42857143,5.285714286,-9.571428571,-25.42857143,-10.14285714,6,22.81428571,77.85714286,62046.42857
2021/6/18,-14.42857143,5,-10.28571429,-25.28571429,-10.14285714,6,22.68571429,78,57640.57143
2021/6/19,-14.85714286,4.142857143,-15.14285714,-25.85714286,-10,6.285714286,22.25714286,81.14285714,56457.14286
2021/6/20,-14.28571429,4.714285714,-14.28571429,-25.28571429,-9.857142857,6.142857143,22.04285714,83.57142857,57365
2021/6/21,-13.71428571,4.857142857,-12.57142857,-24.85714286,-9.714285714,6,22.31428571,81,57155
2021/6/22,-13.71428571,4.142857143,-12,-24.85714286,-9.714285714,6,22.27142857,80.42857143,55926.57143
2021/6/23,-13.28571429,4.142857143,-9.857142857,-24.71428571,-9.571428571,5.857142857,22.24285714,79.71428571,55406.85714
2021/6/24,-13.28571429,3.857142857,-10,-24.42857143,-9.571428571,5.714285714,22.38571429,79.85714286,53951.71429
2021/6/25,-12.71428571,4.285714286,-9.428571429,-24,-9.428571429,5.571428571,22.45714286,81.28571429,56901.71429
2021/6/26,-11.71428571,5.428571429,-4.285714286,-22.57142857,-9.428571429,5.142857143,23.01428571,78.28571429,56920.57143
2021/6/27,-12,4.714285714,-5.714285714,-22.71428571,-9.428571429,5.142857143,23.14285714,77.28571429,55452.57143
2021/6/28,-11.85714286,5,-6.285714286,-22.57142857,-9.428571429,5.142857143,23.35714286,77.14285714,55991.28571
2021/6/29,-12,4.714285714,-7.857142857,-22.57142857,-9.428571429,5.142857143,23.18571429,79.14285714,57320.14286
2021/6/30,-12,4.857142857,-8.714285714,-22.57142857,-9.571428571,4.857142857,22.98571429,80.42857143,58067
2021/7/1,-12.42857143,4.428571429,-11.57142857,-22.57142857,-9.571428571,5,22.71428571,83.28571429,60444.57143
2021/7/2,-13.42857143,3.428571429,-14.85714286,-22.85714286,-9.714285714,5.285714286,22.41428571,86.28571429,57213.85714
2021/7/3,-13.71428571,3.142857143,-17.42857143,-23.57142857,-9.285714286,5.428571429,22.12857143,88.85714286,56496.28571
2021/7/4,-13.85714286,2.857142857,-20.28571429,-23.85714286,-9.428571429,5.571428571,21.61428571,91.71428571,55919.14286
2021/7/5,-14.14285714,2.714285714,-21.85714286,-23.85714286,-9.428571429,5.714285714,21.28571429,95,55360.71429
2021/7/6,-14,3.142857143,-21.28571429,-23.57142857,-9.428571429,5.714285714,21.68571429,95.14285714,54223.57143
2021/7/7,-14.14285714,3,-22,-23.42857143,-9.428571429,6.142857143,22.42857143,94.28571429,54067.85714
2021/7/8,-14.14285714,3,-21.85714286,-23.57142857,-9.571428571,6.285714286,22.82857143,93.57142857,51730.71429
2021/7/9,-13.71428571,3.428571429,-21.14285714,-23.42857143,-9.571428571,6.142857143,23.15714286,93.57142857,52323.28571
2021/7/10,-13.42857143,3.714285714,-20.14285714,-23,-10,6.142857143,23.84285714,92.71428571,53180.57143
2021/7/11,-13,4.142857143,-17.28571429,-22.42857143,-9.714285714,6,24.5,91.71428571,54465.71429
2021/7/12,-12.85714286,4.142857143,-16.57142857,-22.42857143,-9.857142857,6,25.02857143,89.71428571,55253.71429
2021/7/13,-12.85714286,4.285714286,-16.28571429,-22.42857143,-10,6,25.14285714,88.28571429,62388.14286
2021/7/14,-12.57142857,4.428571429,-15,-22.28571429,-10,5.857142857,25.07142857,87.85714286,62057.85714
