,Base 1,Base 1 -30,Base 1 -20,Base 1 -10,Base 1 +10,Base 1 +20,Base 1 +30,Base 2 -30,Base 2 -20,Base 2 -10,Base 2,Base 3 -30,Base 3 -20,Base 3 -10,Base 3
2022-04-15,4824.70755528603,545.9215541302347,1297.3072831214267,2670.846148268649,7745.119282821921,11180.354525275821,14641.199543308694,825.6455594319252,1760.400842432021,3320.4975201150037,5595.9068022985875,5445.250687736545,4393.75858673439,3817.924500214318,3656.442487465259
2022-04-16,4905.043066476483,538.8202847361756,1294.9396447426461,2692.207170829912,7934.917499589653,11539.529703790657,15229.505279784527,823.7235868503986,1772.5156796582014,3370.3522854254875,5720.325577468243,4878.917201452679,3914.8304978980286,3385.4503374328874,3227.33177976368
2022-04-17,4980.1120128393,531.1758562700787,1291.0628828251374,2710.4487918974087,8117.144102598444,11889.605296093947,15810.037027360548,820.9730127086964,1782.8689409042292,3417.1602453368,5840.228235716931,4376.0237328334915,3492.6075242966167,3005.245706036918,2851.1448522589008
2022-04-18,5049.179429165785,522.9582087383307,1285.5655955916027,2725.255750952052,8290.305673739145,12227.862720821138,16378.35664918399,817.3226677237494,1791.2646631693312,3460.466328845408,5954.684270685228,3930.0977917533764,3120.1021565575984,2670.767315058762,2521.1714940963757
2022-04-19,5111.651150004429,514.1578753838216,1278.381729235782,2736.3985248078247,8453.109206756157,12551.821400680265,16930.22692517153,812.7298375641886,1797.5624431953215,3499.9107362689974,6062.907221762474,3535.2310957077793,2791.1822415175156,2376.3086661442057,2231.5667116027034
2022-04-20,5167.116424672226,504.7898880037886,1269.500613783348,2743.755442279329,8604.535651015007,12859.354769456006,17461.77967921728,807.1866676452572,1801.6918985321058,3535.2576304807803,6164.305565476129,3185.317127461799,2500.4940181246657,2116.8911189396995,1977.2377636794308
2022-04-21,5215.281441133347,494.8834728847574,1258.9451523405123,2747.2721450092026,8743.74369931047,13148.567985387705,17969.380406886747,800.7060107417276,1803.625188799619,3566.34752081067,6258.408881768719,2874.9028477050106,2243.360827459256,1888.169860687742,1753.7464248083977
2022-04-22,5255.898291514665,484.4720613322437,1246.7499324774546,2746.919564294927,8869.963874263554,13417.65895651295,18449.468731102344,793.3072769814943,1803.3486959357765,3593.0467956667812,6344.7875404997,2599.22363191667,2015.6950602976622,1686.3516658273556,1557.223585620736
2022-04-23,5288.701172208173,473.5851469354603,1232.942710885923,2742.657201090448,8982.401233966986,13664.78836244066,18898.40734297132,785.0044998309539,1800.83837668846,3615.2025929677225,6422.979265151587,2354.113884638592,1813.9235330984402,1508.12467744193,1384.2961006441474
2022-04-24,5313.486511350071,462.2571065384779,1217.5653362855273,2734.476636605319,9080.36830376785,13888.282438367445,19312.771231156075,775.8198460666716,1796.0887188020513,3632.6980530192054,6492.584055128665,2135.927303434163,1634.9201284710634,1350.5953386271692,1232.0215387722712
2022-04-25,5330.081353857939,450.52311905416246,1200.6644309710928,2722.3831077749237,9163.238405430182,14086.57537596609,19689.29308893134,765.7776435441494,1789.1004085873183,3645.4298699979404,6553.228266742485,1941.4712814667419,1475.9495240064575,1211.2353087257154,1097.8329518930252
2022-04-26,5338.353995534931,438.4199170945129,1182.2934349736126,2706.4004338366735,9230.467030110856,14258.25065150557,20024.94068046421,754.9057428024847,1779.883606865393,3653.315336990929,6604.578540219782,1767.9482323701018,1334.6168360269617,1087.834200078325,979.4899703855772
2022-04-27,5338.203043724912,425.9842682252674,1162.509132055453,2686.564291554515,9281.577713116287,14402.029676305428,20316.923096449296,743.2333305251956,1768.4534902895657,3656.2844889917133,6646.330135418426,1612.906076898158,1208.8248216894387,978.4592430201078,875.0369381549917
2022-04-28,5329.601625568791,413.2571504786663,1141.3821234154634,2662.9451543382456,9316.238567912382,14516.89427398331,20562.877444140813,730.7977499941468,1754.845611662788,3654.3107256728936,6678.261661971365,1474.1938551190815,1096.7356481757167,881.4194507859843,782.7659154534986
2022-04-29,5312.643777192768,400.39964841440406,1119.0070957519679,2635.671709649793,9334.343804788134,14602.217704836461,20761.068235970997,717.8153473303755,1739.1316564664587,3647.4431697834257,6700.294002276824,1350.0552143553139,996.7387003157246,795.2352593909587,701.1851796647875
2022-04-30,5287.606687116743,387.8791534783112,1095.5164269786453,2604.962203082043,9336.122321873863,14657.93602247912,20910.640714344747,704.9633734776631,1721.4406035653049,3635.850392643326,6712.569827089236,1239.1888828882288,907.4200518634937,718.6102500973091,628.9903515921567
2022-05-01,5254.5844441045965,375.9450852340211,1070.9909891576472,2570.9306377644966,9321.528092109496,14683.63987643001,21010.39124125533,692.6141248633644,1701.8295074004293,3619.565560499857,6715.008865543401,1140.112702361704,827.5392759726607,650.4090706375262,565.0413192987562
2022-05-02,5213.448566200517,364.64949640901614,1045.4528143371442,2533.567891313927,9290.171134970193,14678.470669256261,21058.630610631466,680.8565305158368,1680.2708071770744,3598.45856803336,6707.256381010259,1051.1569656810047,756.0083614310298,589.6375353873899,508.3416073820511
2022-05-03,5164.208917633296,353.97549597712316,1018.9516682451613,2492.931240508984,9241.923373142008,14642.033708529658,21054.44515467834,669.6842355799157,1656.779092634256,3572.487871598985,6689.126036380549,970.9394488039738,691.8707309995862,535.4233908181484,458.0189294236191
2022-05-04,5106.989919583325,343.8801786548945,991.558821609304,2449.1313446879813,9176.880080684932,14574.342263272645,20997.624976437473,659.0548682984253,1631.4026594184975,3541.6844859601274,6660.57298422203,898.3274270671295,634.2856698789219,487.0015588363642,413.30984604650945
2022-05-05,5042.018557726712,334.3147589729425,963.3633155790612,2402.32511655967,9095.34154531757,14475.79161456217,20888.631121789833,648.9178736280047,1604.2190602886815,3506.14438935203,6621.6822465841715,832.3994448806732,582.5136113393157,443.7004476973906,373.54575574565536
2022-05-06,4969.646420754355,325.23612294368206,934.4758485083252,2352.7259862751903,8997.852384453476,14347.219162841473,20728.678120552242,639.2315386350966,1575.3424146606571,3466.0450399077786,6572.700193204985,772.4356968307702,535.9039203480191,404.93046687390864,338.14104440965
2022-05-07,4890.37794689043,316.613351378815,905.033976523342,2300.6173062142193,8885.250911443633,14189.977793828399,20519.830266038545,629.9734153653623,1544.932937780498,3421.666586396743,6514.07432006278,717.9133883971577,493.88270740730206,370.17292727138596,306.5819307026666
2022-05-08,4804.5666989302,308.4041240262385,875.1348915694412,2246.1980930518175,8758.148115817852,14005.139109178479,20263.88793073613,621.0985135880588,1513.0933432422644,3373.1788940378055,6446.070392022213,668.2337144542308,455.9449243691941,338.9723062222713,278.4182425792667
2022-05-09,4712.5608226056265,300.56788009780627,845.1028839848037,2189.6574252651544,8617.174847404205,13793.86506315686,19962.892622943287,612.5620155799536,1480.2561998285362,3320.7444590195964,6368.9567864502305,622.8467926631397,421.64419872080236,310.9276408230445,253.25482632502266
2022-05-10,4614.705652522895,293.06636842935563,815.8677481724214,2131.176424037282,8462.98365490746,13557.404544278514,19619.10871372605,604.3201511739549,1447.741336451762,3264.520823765509,6283.007723666272,581.2527916520398,390.5527687749875,285.68596315137137,230.7447837050069
2022-05-11,4511.3584843682875,285.86481329803917,787.9414818650514,2070.936113674455,8296.271896407477,13297.1222319111,19235.04893884672,596.3324353662879,1416.3017223798079,3204.671749141705,6188.522691500912,543.0088565825598,362.2905739197395,262.93635337674533,210.58341054118836
2022-05-12,4402.932858662553,278.93525751375444,761.4779672551198,2009.1397301108443,8117.85608118705,13014.605125383483,18813.606166808782,588.5681082355076,1386.1973679539801,3141.3996502355067,6085.884871302928,507.75325746137776,336.5370343280306,242.40465240525444,192.5028409629375
2022-05-13,4289.901289411233,272.25649867228196,736.4728618067222,1946.0140842268347,7928.674534210362,12711.659143723396,18358.03140805562,581.0065502569553,1357.4713679580432,3074.9487793379785,5975.56660612158,475.19754668876163,313.02721567638685,223.84902947296365,176.26751492749622
2022-05-14,4172.805104578876,265.81462732016087,712.8619665226868,1881.8143696326824,7729.802325546038,12390.323993062817,17871.9363829407,573.6388767203488,1330.0856246463113,3005.6136612740424,5858.144484581809,445.1236255932283,291.55075768720513,207.05584853218136,161.6700305987107
2022-05-15,4052.1390120762762,259.59386296447224,690.5440720301582,1816.7677577522682,7522.247960251783,12052.555383686697,17358.8373046999,566.4510009842727,1303.945263659809,2933.657130496031,5734.148116710961,417.3095323226825,271.9019679207628,191.8363454808719,148.52773951251118
2022-05-16,3928.325812992486,253.57456262680103,669.3980701294347,1751.0617767393312,7306.906449082984,11700.146991755475,16822.033273565743,559.4197954996328,1278.9199652851369,2859.292396928067,5604.025712563495,391.5169996034008,253.8711457175736,178.02368917616002,136.67974736507045
2022-05-17,3801.8156428711363,247.740931583877,649.313193726507,1684.893296360547,7084.729468344719,11334.983020164063,16264.940640029432,552.5279570921754,1254.8916265901428,2782.755354867576,5468.275887605094,367.54771524618127,237.2821101134479,165.4701698163815,125.98411932547734
2022-05-18,3673.087472240701,242.08112714075247,630.1936119669201,1618.4695850428827,6856.725363118113,10959.03118501421,15691.069166766834,545.7644888524466,1231.7613043082706,2704.3066004611455,5327.450314207834,345.2412174747035,221.99016337351452,154.04492399260988,116.3155744794778
2022-05-19,3542.6218485291556,236.58515294720337,611.954532360857,1552.4318388536603,6623.909143037958,10574.26038662084,15103.89657283963,539.1208442640236,1209.4426321021353,2624.817519778845,5182.117589851676,324.45817930766873,207.87012226806556,143.6292746311356,107.56345955498878
2022-05-20,3410.8920670419675,231.24420700525283,594.5207718247977,1488.5423154205864,6387.284781757612,10182.608354734493,14506.814755724181,532.589826702978,1187.85978546369,2546.7444060268795,5032.851474384098,305.0746230008928,194.811756585588,134.1011872486913,99.62995938983829
2022-05-21,3278.3664893044183,226.05091764272169,577.8270271026385,1427.7672820890398,6147.847147610423,9785.9797125535,13903.149205946334,526.1662320316815,1166.9485887053263,2471.4930390141285,4880.234145324165,286.9820043407361,182.71925172783395,125.36211468936105,92.42854447835
2022-05-22,3145.5114818156367,220.99964827197672,561.8180823471403,1370.3828549344585,5906.585176477215,9386.246760653095,13296.144272994808,519.847634289711,1146.657607393457,2399.544101102577,4724.860287146959,270.0876745629658,171.51098867032053,117.33263227514892,85.88257272639507
2022-05-23,3012.7509113972333,216.08336070652916,546.4402189794787,1316.3349456087853,5664.409230222645,8985.153373696423,12688.749368770483,513.6280288630301,1126.9333254822309,2330.9300951264267,4567.280555982468,254.29670289420062,161.10674081184618,109.93955747348183,79.9241349267879
2022-05-24,2880.4670298091696,211.29369005221247,531.6408566289331,1265.4235225677492,5422.151156759336,8584.305769511346,12083.623927991228,507.49792976545973,1107.719779760589,2265.479766068148,4408.0016765810915,239.51304489705342,151.42804214318963,103.11427326087643,74.49299945501153
2022-05-25,2749.0213397627485,206.62261691314515,517.3722659948008,1217.400670645288,5180.599519034138,8185.194663462875,11483.218860647734,501.44783555298665,1088.9656458626114,2202.9502302282235,4247.514657660176,225.6486406294231,142.40399972363537,96.79576825330881,69.5356951965817
2022-05-26,2618.7748379649597,202.06415108853074,503.5953084342529,1172.0215787439895,4940.533909262999,7789.259720292682,10889.854634640713,495.4718726886748,1070.6316441221002,2143.0974112028234,4086.3228876986723,212.63112837084492,133.97622568224125,90.93352862727313,65.0046948066365
2022-05-27,2490.079786367148,197.61374133473223,490.2774755355698,1129.0592010149387,4702.713691987846,7397.868814603551,10305.68986943686,489.5666856738506,1052.6875131760548,2085.6950612703768,3924.9303054914544,200.3996715272835,126.09573865159248,85.48509578362379,60.85772020866975
2022-05-28,2363.319120552053,193.27173826699504,477.4010862784063,1088.3309934583967,4467.959815635919,7012.433269536769,9732.871307194904,483.73924111157754,1035.1283373181773,2030.5776360481602,3763.8987274842452,188.91850783882052,118.73195778232736,80.42210604222664,57.05718048210183
2022-05-29,2239.6567860699924,189.05128136819877,464.9824251612627,1049.7447354704098,4237.317777561998,6634.668389054848,9173.873029874117,478.02475213687944,1018.0124875620988,1977.7180138825195,3604.860200286966,178.20721666252118,111.89312221399739,75.744379335949,53.57515704304522
2022-05-30,2121.8782178166357,184.96280295047632,453.0326676802404,1013.2133462408826,4011.69584939919,6266.0469646617485,8630.782813654427,472.4531097911303,1001.3883844727047,1927.0952768243278,3451.604042245606,168.27026213884764,105.57817594113817,71.44639489008772,50.39798310969114
2022-05-31,2011.3801574562133,181.00782007354232,441.54488815989185,978.62772431957,3791.7258595250173,5907.600776252526,8105.046138382688,467.0351509661637,985.272290377576,1878.637064781498,3306.1319283593702,159.07318044260012,99.76037201845386,67.50565184612654,47.50564834805089
2022-06-01,1908.3283707179469,177.17748941567518,430.48830881780134,945.8192978818155,3577.715108177685,5559.862635076597,7597.403410771419,461.75918869297516,969.6288628329318,1832.1582990150137,3168.8377901422696,150.53826386624533,94.38415949826802,63.880204160491,44.864496625988
2022-06-02,1812.1697596475292,173.44275448742636,419.77859627497514,914.5127981710825,3369.515468846331,5222.675586804555,7107.658066191538,456.5647601778399,954.3135064136279,1787.2818737564871,3039.1353337446176,142.5243751179215,89.35126926157082,60.49861665780694,42.42013577190508
2022-06-03,1722.2879880447745,169.78496368653455,409.35975873271394,884.5098436246758,3167.167851007456,4896.137344296558,6635.908675265806,451.41400485706174,939.2345235928551,1743.7495021174132,2916.3658410405924,134.93982039652832,84.59761798228425,57.31373985142967,40.135412058068894
2022-06-04,1638.1262934551432,166.19565896880758,399.20273315937237,855.6823790781684,2970.875744360468,4580.561148522642,6182.498304733737,446.2916100234503,924.3507906385336,1701.412540643861,2799.953025843629,127.73533856419093,80.08848867111678,54.29936455926388,37.988230631783196
2022-06-05,1559.184567104009,162.6711785930914,389.29142859717007,827.9393510794943,2780.891882890604,4276.311218901039,5747.803472896929,441.1927237186288,909.6448970558935,1660.177275656058,2689.3875949573726,120.8822524925625,75.80356527405864,51.439724343366976,35.96424861840124
2022-06-06,1485.0153329179577,159.21006658484617,379.6160297315407,801.2103373586671,2597.465102577994,3983.7269341459996,5332.139553996849,436.1172322202381,895.1104734870783,1619.978661844939,2584.217620203656,114.36174110519848,71.72954934877818,48.72428681782401,34.0532265070338
2022-06-07,1415.2189141637177,155.81181904438856,370.16974005961487,775.4372538860896,2420.815767852604,3703.0890420899977,4935.721198901124,431.0670238307479,880.7461349960655,1580.7673878636954,2484.0410719911542,108.15956243180162,67.85650291572072,46.14514926637757,32.24717761654514
2022-06-08,1349.4384391883866,152.47628457797438,360.9471994756941,750.5700310984619,2251.8358843237174,3434.6063383665705,4558.649385091549,426.0446940724752,866.5525959305644,1542.5033755500106,2388.499555306602,102.26350070842919,64.17605935379694,43.6957439881032,30.539422677658298
2022-06-09,1287.3550452512993,149.20338470403942,351.94371894877037,726.5642620552734,2093.1401482696156,3178.412362235735,4200.911328141363,421.052947200317,852.5313090609786,1505.1524122403794,2297.272877318773,96.66216902563121,60.68056785444532,41.37020143445813,28.924101185001426
2022-06-10,1228.6834542767983,145.99299027137548,343.1549145291856,703.3798463204203,1945.880360915183,2934.567004785733,3862.3865247666085,416.0943334368899,838.6838381009736,1468.6843278522772,2210.0742886028083,91.3444810301104,57.362701535843314,39.163042715127126,27.395914052983613
2022-06-11,1173.1679853010812,142.84487320453601,334.5765362812264,680.980148620952,1809.9972200516684,2703.060510160644,3542.8556029537003,411.1711467154391,825.0115821323863,1433.071946820979,2126.646310276987,86.29944729251586,54.21529281200613,37.06903579297142,25.949983803975492
2022-06-12,1120.5790095691577,139.75869387743785,326.20439191969126,659.331433165965,1684.898211999042,2483.818610535844,3242.0103170337934,406.28539770520433,811.5156674942397,1398.2904388671914,2046.7570819699151,81.51612429026815,51.23127746889449,35.0831319353353,24.581774800226103
2022-06-13,1070.7098254181096,136.73400469886366,318.034316105548,638.4024534729598,1569.7877212563526,2276.70815498979,2959.4638453276634,401.43882088850586,798.1969182000526,1364.316883625981,1970.197174151126,76.98363107138738,48.403688607888164,33.20044072983197,23.2870445485588
2022-06-14,1023.3739170523041,133.7702604730137,310.0621613864836,618.1641360349515,1463.824508614168,2081.542897871713,2694.760954728155,396.6328958462063,785.0558620230219,1331.1299566660368,1896.7768122745297,72.69119220611964,45.725671535753825,31.416222936067683,22.061811421671827
2022-06-15,978.4025570666475,130.866831011859,302.2837990422135,598.5893251569368,1366.1938017337147,1898.0892648993754,2447.387801933483,391.868873322868,772.0927516800051,1298.7096895316593,1826.3234637049227,68.628187356503,43.19050565640799,29.72589097495689,20.902331345256712
2022-06-16,935.6427130516811,128.02301390724827,294.6951241597554,579.6525709108992,1276.1374713130826,1726.071993321005,2216.781247707243,387.1478017523725,759.3075914282934,1267.0372787833626,1758.6797426099454,64.78419868588585,40.791626962867426,28.12501219227898,19.805079676193724
2022-06-17,894.9552210857482,125.23804654244866,287.29206220278087,561.329949535063,1192.9639402743194,1565.1795832617684,2002.3376174479208,382.47055235626175,746.7001645691922,1236.094929996903,1693.7015922161002,61.14905252556683,38.522648352506835,26.60931261999284,18.766736301297172
2022-06-18,856.2131917215196,122.51111691011559,280.0705755964925,543.598909100985,1116.0485777206443,1415.5908563713053,1803.420872199111,377.8378418764885,734.2700594235951,1205.8657275484402,1631.2567071448054,57.712853589734316,36.37737632275797,25.174679925134093,17.784172671313
2022-06-19,819.3006181501516,119.84137311162581,273.0266696515977,526.4381355978165,1044.829888541216,1278.715655874987,1619.3701748441463,373.2502526440414,722.0166927371964,1176.3335243284328,1571.2231633889096,54.46601149263927,34.349823648794,23.817165008565915,16.854440059143467
2022-06-20,784.1111605250309,117.22793162272461,266.1563977010806,509.8274362302413,978.8040934846601,1154.8337685090555,1449.5068504176675,368.70825016463067,709.9393305042598,1147.4828479615103,1513.488228622291,51.399260479287605,32.434218474679525,22.532982343147843,15.974758816558769
2022-06-21,750.5470836890356,114.66988446094989,259.45586548626346,493.74763747596774,917.5193399610528,1043.3311472521923,1293.5509615602627,364.2121985099975,698.037106463426,1119.2988210622686,1457.9473290689539,48.503673443699874,30.625010390431356,21.318509271286157,15.142508531188144
2022-06-22,718.5183284468911,112.16630540271629,252.9212348943372,478.18049592818613,860.5701112759463,943.23249746346,1152.5160528442866,359.76237383299656,686.3090386170658,1091.7670936257866,1404.5031522503916,45.770671340886295,28.91687411433042,20.170284543128446,14.355219063094058
2022-06-23,687.9416991455333,109.71625540219196,246.548727190202,463.10862032205193,807.5920709419104,853.4596935500231,1026.4102901448337,355.3589763443784,674.754044195851,1064.873786101479,1353.0648677470099,43.19202912994697,27.304711442807466,19.08500643352637,13.610562513210706
2022-06-24,658.7401520774122,107.31878728063901,240.33462572817274,448.51540308685804,758.2574176470802,772.9527576102137,914.3281753689178,351.0021408648456,663.3709530991136,1038.6054413399727,1303.5474496365082,40.75987855884653,25.783651604345508,18.059530410800093,12.906345931299459
2022-06-25,630.8421709180674,104.97294965872652,234.27527801811272,434.38495977625695,712.2707508815141,700.7224459522563,815.0150869643114,346.6919457998697,652.158519546435,1012.9489833923694,1255.8710858491488,38.466707105682296,24.349049770010076,17.090866062228738,12.240504391411683
2022-06-26,604.1812177871838,102.67779012710017,228.36709720453035,420.7020752871758,669.3654150475421,635.8692653551396,727.1395298860378,342.42842045152366,641.1154320934611,987.8916820659307,1209.9606625807428,36.30535259244927,22.996483999520315,16.176173381956634,11.611094379721507
2022-06-27,578.6952503539551,100.43235781627693,222.6065631157945,407.4521561308664,629.3002778478942,577.586431266827,649.4507319049809,338.2115510253744,630.240322401344,963.4211227070206,1165.7453140533266,34.26899480645917,21.721751172320488,15.312758742051413,11.016287619501757
2022-06-28,554.3262965660595,98.23570557718865,216.99022299084027,394.6211880578787,591.8568959370435,525.1555264680412,580.773678250598,334.04128584021555,619.5317730341238,939.5251806422295,1123.1580290488341,32.351146054193805,20.520862284514273,14.498070757196224,10.454365393118612
2022-06-29,531.0200796416975,96.0868918801157,211.5146919633032,382.19569840336374,556.8370226198916,477.93919609357135,519.9464129256728,329.91753999772004,608.9883244959746,916.1919997364404,1082.135306715916,30.545641501621535,19.39003741936376,13.729696211544821,9.923713404602012
