,Base 1,Base 1 -30,Base 1 -20,Base 1 -10,Base 1 +10,Base 1 +20,Base 1 +30,Base 2 -30,Base 2 -20,Base 2 -10,Base 2,Base 3 -30,Base 3 -20,Base 3 -10,Base 3
2022-03-27,2761.7584988931826,558.9924529215587,1076.2986682461508,1828.0525974056077,3735.9435437012744,4544.220337050798,4957.58788921102,711.1271684719873,1269.7497059519997,2032.8667039017987,2936.7034752233176,27176.907998562616,29254.64825607613,30656.46628206318,33088.23834018556
2022-03-28,2873.4529708024916,563.6089005477398,1097.1986720573937,1883.0412249100186,3925.5370351691167,4822.945469276242,5321.1895858709295,722.5958598584875,1302.5249637938823,2104.320395324074,3066.796513753611,25756.977049326335,27213.95421417179,28151.225271274045,30139.969465878177
2022-03-29,2987.1118452969567,567.8360354535583,1117.6516088817655,1938.1366186291382,4120.9421753781935,5113.568368644982,5704.2581377117585,733.791818322345,1335.280043130791,2176.7758487372657,3200.23807631149,24328.47607190736,25234.78279719591,25775.87961496775,27377.818684466463
2022-03-30,3102.239568904226,571.5922624254769,1137.4789638999728,1993.0132822258918,4321.544020020113,5415.534329447763,6106.530315946113,744.6051846546414,1367.8069789601038,2249.8960348598944,3336.563287851848,22899.06532001947,23324.98672609855,23531.835540453645,24798.840816332195
2022-03-31,3218.316366247536,574.798256661215,1156.5029383998235,2047.3391686846214,4526.671704128503,5728.189266205247,6527.674253366827,754.9270394623796,1399.8953579302186,2323.332278971649,3475.2772961587534,21475.750130498192,21489.376941103914,21417.982679820336,22397.491374233905
2022-04-01,3335.0824514272663,577.4387327985906,1174.661695379081,2100.967037763785,4735.977559443224,6051.235095499624,6967.742267245131,764.7266683533637,1431.466953959742,2396.9358518480904,3616.1564515343443,20069.877743126613,19735.468233067608,19436.13074801492,20171.1255287448
2022-04-02,3452.4556883020628,579.5407972248765,1191.9715931701712,2153.875659069562,4949.332406274046,6384.6075799022465,7427.020885745243,774.0256338095647,1462.5330924458776,2470.694519454874,3759.1622654775992,18695.565185405194,18071.48586621798,17588.890608458456,18117.74639134517
2022-04-03,3569.6324120585364,580.9919908787292,1208.179740199188,2205.5792536666186,5165.591479772385,6726.941629461839,7904.288066974932,782.6662750382469,1492.7825540327374,2544.0706587035393,3903.477053267828,17354.498841883724,16494.015152748158,15868.090863179597,16225.192705881062
2022-04-04,3686.0256457819146,581.7329499404746,1223.1303085802626,2255.7471870463355,5383.872298099706,7077.142814595815,8398.557075061848,790.5559247922703,1522.0144128031009,2616.6931120209474,4048.5061647188863,16050.805176010048,15002.277120698656,14268.30779065718,14484.19707644339
2022-04-05,3801.4454531967226,581.7880638354819,1236.827117118475,2304.3166783542965,5603.812582328187,7434.718070732187,8909.455108873564,797.7077821528281,1550.2148444850213,2688.4865102912263,4194.074198967727,14792.826301347712,13599.473853916601,12787.965058645972,12889.38748793603
2022-04-06,3915.503097303659,581.1493470929828,1249.2089806961887,2351.1061770023266,5824.742384799809,7798.732247422103,9436.024468078349,804.0917681411012,1577.2885501352807,2759.2350724035723,4339.782451291943,13585.322952972785,12285.562563245478,11422.837597359792,11433.119125051426
2022-04-07,4027.802604388512,579.8120272057516,1260.2198433177869,2395.938039708991,6045.952297154197,8168.145170795548,9977.10126489344,809.6807858785934,1603.1432617276116,2828.7215215875462,4485.215383414402,12431.919034790912,11059.582064984297,10168.119758794744,10107.512029619103
2022-04-08,4138.084285035003,577.7984803778982,1269.8578089903506,2438.7274212716943,6266.900886385646,8542.080466034815,10531.626589996959,814.4827684057507,1627.7502449791382,2896.8296255151763,4630.097450227961,11336.436431589138,9920.836700592621,9019.743262943935,8910.600702909713
2022-04-09,4246.369739808778,575.1794749078135,1278.2208114331406,2479.568688982639,6487.43204028487,8920.117766689684,11098.998519061668,818.5702497698737,1651.2024153949194,2963.6462981128943,4774.454487422707,10303.667654961906,8869.60053852928,7980.964156086722,7844.164792622408
2022-04-10,4352.356767490487,571.9717129000464,1285.2981449902115,2518.3595086013192,6706.898719680392,9301.142440890791,11677.695022806949,821.9437075116418,1673.457329144861,3029.027005608116,4917.948793192785,9334.514774886531,7904.18298979357,7053.822909345543,6901.559128009931
2022-04-11,4455.3011107616785,568.1233937503893,1290.9370263285991,2554.7337499353844,6923.977109418336,9683.080817396201,12264.926529615244,824.5101466154337,1694.2925001424321,3092.513265110405,5059.742821237857,8426.103830933256,7029.237651415562,6232.6091276504485,6072.076618546896
2022-04-12,4554.548326049288,563.6023013061232,1295.0232166555825,2588.3896149714706,7137.441387615435,10063.919953407725,12857.850381602802,826.2012538102103,1713.5289739070606,3153.712841329583,5199.083792115255,7576.37633596668,6246.639355420424,5508.244240792729,5343.896908947451
2022-04-13,4649.478062238982,558.3867741744426,1297.4623698577002,2619.055497045939,7346.081887681549,10441.597615486762,13453.431402955634,826.9611574955352,1731.0078988391658,3212.259424980398,5335.240934213152,6791.78752103508,5551.61913674856,4870.686125319854,4705.419323759406
2022-04-14,4739.598810386037,552.4783888993014,1298.2081718947404,2646.5448151752958,7548.8516957778165,10814.206449304103,14048.696434506193,826.7645482745571,1746.6270692152673,3267.878420067849,5467.612081899901,6081.361446686679,4936.705336047749,4310.174579145404,4146.182860826359
