,sum_I_new,max_I_now
scenario_0,495453.1654474744,58205.033216055
scenario_1,2200047.778582157,495235.6991937703
scenario_2,310169.33330092643,43366.66478221791
scenario_3,581487.0096934657,81016.2964587676
scenario_4,454478.4550587973,54932.42470080163
scenario_5,356624.5635009668,43039.95546515928
scenario_6,2086354.4038567422,459666.5388609485
scenario_7,941340.2519920103,140694.6197152269
scenario_8,1182715.6064297548,204047.29744158965
scenario_9,1092530.087500447,180342.0849254504
scenario_10,562798.6815617012,81346.87727366418
scenario_11,220958.6754585667,46337.98975187053
scenario_12,1517669.971267137,311283.5833303735
scenario_13,574960.9949628292,81346.87727366418
scenario_14,1004999.7932330095,161513.0204832378
scenario_15,2695005.816532064,629559.0145498397
scenario_16,400272.7047445963,49836.185601260026
scenario_17,859287.7767156044,150053.98932093268
scenario_18,411989.628277564,58710.87976457568
scenario_19,864162.5171452861,150053.98932093268
scenario_20,6126538.651076799,1567052.282348659
scenario_21,2905387.9780146144,684664.5835210981
scenario_22,6459889.559660362,1655515.7822375617
scenario_23,6126538.651076799,1567052.282348659
scenario_24,5959520.168139352,1523490.8935774064
scenario_25,6296426.974124471,1613193.636997519
scenario_26,2718193.329195312,635503.7418997827
scenario_27,3041142.4107605526,721808.1854165843
scenario_28,3231382.6492289416,773089.2304842301
scenario_29,3039870.304397513,721808.1854165843
scenario_30,476767.3258270439,70820.40824102491
scenario_31,2600053.568007632,621565.8273890084
scenario_32,496299.3206525724,71158.30674582456
scenario_33,460255.30532783474,70820.40824102491
scenario_34,452329.6218135452,70755.27159507394
scenario_35,459193.0895211574,71095.20729089162
scenario_36,2483545.7855180087,591596.2629097486
scenario_37,2614453.485542649,626731.0458828089
scenario_38,2723859.5270841536,657413.5924965978
scenario_39,2609941.679657904,626731.0458828089
scenario_40,4178248.2389062964,1028307.0392843728
scenario_41,8565865.019556368,2232264.629320646
scenario_42,481278.5626894994,76641.6558819637
scenario_43,4178248.2389062964,1028307.0392843728
scenario_44,4450309.658227303,1100439.4881744974
scenario_45,720643.8435922111,94242.29598083653
scenario_46,8703863.454670567,2264937.5897955326
scenario_47,3073185.2828486618,764753.6019503748
scenario_48,2988496.947142593,722447.746985535
scenario_49,3160397.1193545177,764772.9546575723
scenario_50,4862427.19648634,1236068.488598155
scenario_51,1656400.7172051095,333000.017383386
scenario_52,5037626.404869553,1284207.633810842
scenario_53,4838737.600028312,1236068.488598155
scenario_54,3702570.2504091244,935587.6768886131
scenario_55,3858844.7108131195,982456.0921744726
scenario_56,829198.5584508788,123448.85327516182
scenario_57,923107.8229891036,142409.0106197109
scenario_58,1660085.5341985188,348247.9694161163
scenario_59,892064.7651428056,140396.6217866149
scenario_60,2942795.305660334,704050.4014120921
scenario_61,859157.9328173343,141200.633851022
scenario_62,3186733.7242126344,770489.5455075535
scenario_63,2953771.812608254,704050.4014120921
scenario_64,3149341.4553332636,759762.8894220466
scenario_65,3407989.948905858,827830.8107043244
scenario_66,1016273.9291243062,176203.78054085234
scenario_67,1082335.0239153244,200587.54197252303
scenario_68,998336.8827710035,172667.13095382685
scenario_69,1117347.4076929325,203463.3762760684
scenario_70,815950.5417911138,140138.08713309726
scenario_71,2103164.4126210874,444702.9954653496
scenario_72,829560.2821770129,142984.70401214337
scenario_73,431371.18800167664,58551.34882149914
scenario_74,963751.9916763296,178215.86832569615
scenario_75,507513.54880579474,59593.887461112165
scenario_76,1907265.2701106886,408670.8323005569
scenario_77,2390426.0532581895,521181.2948334092
scenario_78,1809562.2628772268,385604.19860768976
scenario_79,1997534.3340669023,435095.28656032553
scenario_80,2141955.498721042,482879.6028475674
scenario_81,1820930.2998198718,399562.037212621
scenario_82,899732.1257230646,148442.2087144613
scenario_83,2150604.018954767,482879.6028475674
scenario_84,1600082.2421687846,338051.3506724783
scenario_85,735226.9856960257,107105.22397016476
scenario_86,1335615.0012862014,268725.83376225014
scenario_87,532818.1622720866,61600.39787224495
scenario_88,939412.1155293966,166326.43728283758
scenario_89,636783.1188664744,88753.70194509572
scenario_90,2092758.8451256512,442006.3657017076
scenario_91,1787990.7833925686,361865.7864998588
scenario_92,6161851.633630521,1573380.7856659058
scenario_93,1737791.1149773935,372849.7150371413
scenario_94,1693285.0444277516,336374.7115685224
scenario_95,5640454.820181137,1436241.931382088
scenario_96,1091533.0943797613,192632.7046129336
scenario_97,5011204.4036414735,1262554.2487780682
scenario_98,5564585.590704446,1408692.662139006
scenario_99,5011204.4036414735,1262554.2487780682
scenario_100,5665891.556147463,1473142.7650829668
scenario_101,4778042.32709423,1221133.4970651674
scenario_102,6660572.573896796,1736335.5018440846
scenario_103,5708699.803204281,1473142.7650829668
scenario_104,5217329.240853226,1359718.0335903151
scenario_105,6238443.46356191,1629818.8728964585
scenario_106,4331526.189983514,1092236.6343415575
scenario_107,5323929.127694944,1372399.030675458
scenario_108,5833470.080304586,1500519.461635462
scenario_109,5336097.659625096,1372399.030675458
scenario_110,698390.0325431246,83989.08794026944
scenario_111,617164.832663289,76164.57109002369
scenario_112,750925.7015871096,96049.41877548116
scenario_113,560341.1986506952,79552.72770164032
scenario_114,1235171.2556185662,224526.60845055536
scenario_115,1031721.6429116067,168786.28503864584
scenario_116,800404.7612592035,114830.18318327137
scenario_117,1174137.9622076766,211731.12568610057
scenario_118,533249.1765108323,76837.01119579504
scenario_119,878676.6866715022,133272.5066105478
scenario_120,1037334.7006257696,175482.3328676624
scenario_121,1683132.9852233066,349271.35025908693
scenario_122,673762.6150068184,84054.14278925612
scenario_123,1022214.9555529689,172548.75210600745
scenario_124,1390890.6919410396,267683.3180778279
scenario_125,875368.4539155574,135963.97057703085
scenario_126,2143228.8984880378,473270.05192073336
scenario_127,1272808.4254862415,229358.94325811064
scenario_128,910637.7212758474,134136.51636841404
scenario_129,1219905.9995952016,215398.34958267777
scenario_130,2430613.505617887,567043.9132577555
scenario_131,4484116.389399952,1166628.0780818546
scenario_132,6125943.623660032,1575677.7604294338
scenario_133,2426842.4920356055,567043.9132577555
scenario_134,2988668.3592526806,712514.9683960256
scenario_135,6751783.246726793,1736576.252328775
scenario_136,4986348.069424611,1290018.4839133662
scenario_137,8414380.46829325,2195862.169966619
scenario_138,8013983.4457558,2103417.676718846
scenario_139,8414380.46829325,2195862.169966619
scenario_140,4535522.008880272,1130975.436204179
scenario_141,6024813.365548494,1542556.0071322792
scenario_142,1891521.7313400316,410558.0165563649
scenario_143,4535522.008880272,1130975.436204179
scenario_144,5247670.519910785,1319567.253260611
scenario_145,2425606.3891687794,554520.022215689
scenario_146,6637059.191600958,1701630.3562922853
scenario_147,3750375.118611611,925280.3887352408
scenario_148,3145096.2793916236,764754.5163798861
scenario_149,3747872.86357299,925280.3887352408
scenario_150,465863.4834861273,57224.36100525997
scenario_151,751209.2336971725,108460.8073716406
scenario_152,333539.313945593,49925.70942106233
scenario_153,461238.28200453025,57224.36100525997
scenario_154,312293.8288295583,54673.95903665102
scenario_155,237341.32084428036,47417.591734351874
scenario_156,484265.44707160076,70661.05577420119
scenario_157,351647.756594059,66848.76597082414
scenario_158,483716.13331479876,67454.85946066318
scenario_159,348817.3729354337,66848.76597082414
scenario_160,1346984.3118728227,271638.45021959284
scenario_161,5657556.402356308,1448573.6480480493
scenario_162,1171237.4403202133,223249.18824353197
scenario_163,1337250.2133607238,271638.45021959284
scenario_164,2010930.910955986,446480.15037031024
scenario_165,1746504.7773192255,380937.04193826485
scenario_166,6436061.610978447,1651062.157152201
scenario_167,6123693.37401229,1567910.798827205
scenario_168,5332498.315142814,1361858.368573397
scenario_169,6122984.778926504,1567910.798827205
scenario_170,1717006.5062994235,358137.8684146539
scenario_171,720897.5656258895,97480.59543722194
scenario_172,1630339.779192694,332432.8239423975
scenario_173,1858365.6177215148,382913.6442349667
scenario_174,1252578.0391990584,234032.76330219232
scenario_175,1287210.3422147038,232173.4871312253
scenario_176,634126.9313910999,76701.50427218052
scenario_177,492824.36644858663,71618.10513951947
scenario_178,941042.9753347205,156484.84633741074
scenario_179,622658.3506474339,74351.55683747459
scenario_180,4636809.472479735,1180499.745798788
scenario_181,549350.7827550774,70620.91752654655
scenario_182,2372037.7501617824,532158.5306373895
scenario_183,4630773.515767547,1180499.745798788
scenario_184,4671598.228711254,1189619.618735734
scenario_185,2276453.7137511657,533513.0851945387
scenario_186,488824.1373859288,57190.13751338135
scenario_187,344541.13758925925,43676.1375677313
scenario_188,226614.41215726006,43602.04644980738
scenario_189,229025.29829245602,43676.1375677313
scenario_190,732084.6710074544,97408.6852091327
scenario_191,1123226.404400169,190980.97494128355
scenario_192,1687811.8187144296,357451.2111432249
scenario_193,936309.7673164378,151627.78331539818
scenario_194,750179.0504787916,102076.31047509378
scenario_195,1747127.5095906567,367314.4497841616
scenario_196,1329057.6893870232,243823.27801605943
scenario_197,2638862.9576121024,614294.0518527667
scenario_198,2606558.7360980543,602190.409032377
scenario_199,2651657.3540324406,614294.0518527667
scenario_200,1686049.4030370743,353501.0772586898
scenario_201,2691023.739758099,631498.4936856442
scenario_202,5533150.578494139,1391167.3206665271
scenario_203,1679638.176606536,353501.0772586898
scenario_204,1185366.7612944357,218716.23977500544
scenario_205,4645984.421394647,1155893.8278775346
scenario_206,2034430.2341754413,455210.5634215715
scenario_207,5968676.954275805,1518750.7065247889
scenario_208,6753124.853297063,1723125.1379315464
scenario_209,5968676.954275805,1518750.7065247889
scenario_210,3410019.8480196064,827978.3063648626
scenario_211,467933.9882724543,55004.23672063158
scenario_212,5147837.823359011,1340477.6473375475
scenario_213,3310624.2938669845,821439.0223456692
scenario_214,4062348.5631444477,986267.5777457396
scenario_215,5787253.651407673,1503793.7950239878
scenario_216,621142.770540677,91602.20509331152
scenario_217,1009005.6639804824,182449.37314334585
scenario_218,512690.3439507123,63352.86140888796
scenario_219,835757.0743957036,136529.0367690136
scenario_220,4516818.660634097,1134237.625397656
scenario_221,2234202.7932375353,505167.90498462255
scenario_222,1797793.4358141925,390232.5664172516
scenario_223,4516818.660634097,1134237.625397656
scenario_224,4557317.867167323,1145059.7902006526
scenario_225,1850586.9706148678,397497.1500757242
scenario_226,2270822.6125292326,514912.5327609171
scenario_227,664155.2017764347,78584.24762554633
scenario_228,713751.4818588491,88508.18217647135
scenario_229,727456.7234456604,92063.3705954347
scenario_230,407089.10166252527,66066.54872985512
scenario_231,2907462.5121115153,714917.7929641001
scenario_232,891338.7411190695,147378.87771091328
scenario_233,559701.7787451337,66066.54872985512
scenario_234,412262.3964019244,66099.99799241466
scenario_235,951831.9191288538,157759.8835913352
scenario_236,3038725.5630505444,724711.4887461514
scenario_237,5478107.244742927,1421177.583088759
scenario_238,5453710.059859938,1413733.5917254444
scenario_239,5482918.262131451,1421177.583088759
scenario_240,831646.4935716034,136302.46269781212
scenario_241,1370481.541829511,272872.9263748413
scenario_242,526157.6073258708,65646.69319305509
scenario_243,832256.7347265158,136302.46269781212
scenario_244,769595.2237761656,119750.0150910791
scenario_245,495026.60589202755,65433.66865853364
scenario_246,1276679.3330770386,247555.97108429635
scenario_247,815752.6134236557,123348.51231245844
scenario_248,877650.0292496581,139408.4678383965
scenario_249,817546.6842950373,123348.51231245844
scenario_250,1809038.892677065,370950.3906336505
scenario_251,3041627.2956654173,725273.8672820358
scenario_252,1543715.140274214,297379.24421041325
scenario_253,1964188.3589436058,408498.9987239069
scenario_254,1678708.2177501144,337182.92546283
scenario_255,1622905.5752405282,317713.05629361887
scenario_256,2968837.98214963,690326.0065971885
scenario_257,2452849.1940602874,554136.0854075563
scenario_258,2732096.4314593105,615831.5446699916
scenario_259,2584716.2379718884,578048.9435168466
scenario_260,7677588.191214011,2002927.591212539
scenario_261,4684850.726099432,1172527.6135622778
scenario_262,3201229.819955779,804093.1481748977
scenario_263,7677588.191214011,2002927.591212539
scenario_264,8093437.031696979,2104808.070480714
scenario_265,3680692.329927615,926026.0838610812
scenario_266,5336165.028831304,1344932.2244691623
scenario_267,1240889.1566800599,230231.5617025735
scenario_268,978824.0459587988,155884.0116429921
scenario_269,1271192.405561172,232089.0126394597
scenario_270,1226904.3272694058,220565.8162217312
scenario_271,640088.2609915119,93937.0895561606
scenario_272,2637560.977070784,612350.5292838711
scenario_273,1505566.8303674525,294685.3682314033
scenario_274,782730.0846498592,104456.43433508716
scenario_275,1852223.8028842967,397128.36332246417
scenario_276,500738.3525011539,61234.09545396828
scenario_277,753195.2847298519,116912.69779475169
scenario_278,1318218.0151159265,259768.40526557225
scenario_279,799410.2660206493,125989.06083077982
scenario_280,2410502.180457696,552835.7007228382
scenario_281,2053285.7828806816,458487.2800790457
scenario_282,1476922.3515649135,296918.11671336496
scenario_283,2408392.187049589,552835.7007228382
scenario_284,2244499.2454698076,508404.0871003409
scenario_285,1339112.9338529748,265414.709171449
scenario_286,1896875.7900019556,417272.425498045
scenario_287,1119988.5166503733,204279.1578601412
scenario_288,1197698.4072686161,230291.04575474453
scenario_289,1095091.914886825,203084.8109339257
scenario_290,2196133.1749498593,507920.9365601899
scenario_291,1679992.9964470598,359213.4957687071
scenario_292,1742268.5824699332,379262.8262290764
scenario_293,2309299.5411341167,513865.08983776026
scenario_294,2094149.252237872,480024.52701229067
scenario_295,1832138.8941475435,378767.4482590087
scenario_296,1719003.7285728522,349248.2292912051
scenario_297,1237654.1915107989,234647.1719630222
scenario_298,1542061.7973927907,296767.37809228
scenario_299,1450519.6778766483,272559.2813492868
scenario_300,2750027.229382641,621008.0293792185
scenario_301,6402057.236727063,1657285.7342321528
scenario_302,2288553.38240586,496651.4686863883
scenario_303,2597595.448717969,603206.7997168128
scenario_304,1813777.3462967332,375484.242356076
scenario_305,1218206.653125505,227741.48651491225
scenario_306,5592675.235646688,1462507.5497079084
scenario_307,4805746.650241184,1235405.8813254978
scenario_308,5539438.690570697,1435111.0713482616
scenario_309,4744670.215157782,1235405.8813254978
scenario_310,274032.2873150367,44312.1373802512
scenario_311,680908.7126680238,80001.36561275461
scenario_312,1714109.5788112732,374099.54114283767
scenario_313,320695.47695482295,44312.1373802512
scenario_314,397864.73401892773,46061.64499975386
scenario_315,2359846.8869444686,545400.97728622
scenario_316,1134434.1537347361,196610.79673057425
scenario_317,4780824.851391731,1189612.334097668
scenario_318,3994504.4439230436,980597.707586358
scenario_319,4780824.851391731,1189612.334097668
scenario_320,872624.7630960031,151662.6963812892
scenario_321,4024244.3069988326,999824.965814044
scenario_322,662468.7947651094,97475.14656756846
scenario_323,872624.7630960031,151662.6963812892
scenario_324,1577108.5099708247,337883.6404642472
scenario_325,1217046.3417398003,243354.7225108618
scenario_326,5187628.82143309,1308704.2356935923
scenario_327,4602295.024248517,1152024.5322695207
scenario_328,3461224.571609052,847453.3074280821
scenario_329,4602295.024248517,1152024.5322695207
scenario_330,1400116.4503254048,261931.75831735265
scenario_331,635031.8391613951,87152.19354687408
scenario_332,1313287.0741108889,238398.6959497216
scenario_333,1316722.199821148,242887.681836932
scenario_334,1136555.5908166103,192941.6670775089
scenario_335,982086.7130018638,153544.35043967568
scenario_336,425970.27265017777,62546.65305816928
scenario_337,475288.4977742924,61519.18684974252
scenario_338,506783.3139873008,62176.60338003034
scenario_339,408096.0536932706,61519.18684974252
scenario_340,3719578.402854915,928250.8038294024
scenario_341,1224440.8809874826,229839.06725194075
scenario_342,1676465.2366157277,347463.6762024477
scenario_343,3717655.057506902,928250.8038294024
scenario_344,3350753.679933418,829883.4306491753
scenario_345,1424173.1468843797,288328.3258430061
scenario_346,1009271.872158699,172449.66517148676
scenario_347,486245.1505463797,78227.95394415183
scenario_348,519392.60006193776,78227.95394415183
scenario_349,455858.5181234364,78227.95394415183
scenario_350,1345422.873494227,264240.0016484261
scenario_351,3800437.432036841,902714.628992128
scenario_352,1618403.3816909546,329656.6165503392
scenario_353,1039471.8176431423,183622.60633486512
scenario_354,1008095.2083118695,176071.35380346788
scenario_355,1029332.758017736,174079.8531120779
scenario_356,3214744.856658329,763238.28719682
scenario_357,5003767.505302156,1276882.0200297125
scenario_358,5380253.029360349,1380586.700938423
scenario_359,4971150.9868598385,1276882.0200297125
scenario_360,2752353.3278118004,642350.7049338095
scenario_361,5474681.3815747155,1394417.7663473291
scenario_362,4498383.298342129,1112950.2375720078
scenario_363,2746782.3148922217,642350.7049338095
scenario_364,1624867.8095565434,339472.78828272456
scenario_365,3061721.5924219415,729042.001041317
scenario_366,4238968.551050681,1069573.2377233943
scenario_367,6013591.931440374,1545695.7077169048
scenario_368,7168645.954300159,1843140.7682639984
scenario_369,6013591.931440374,1545695.7077169048
scenario_370,3509374.5349269775,888855.7577560057
scenario_371,463984.4235025894,71906.24399727905
scenario_372,4313502.893333149,1109625.3552660032
scenario_373,3689265.6802924974,895021.1473308541
scenario_374,3773165.359372239,957148.2133310208
scenario_375,4682609.563394794,1181434.7530095929
scenario_376,1082646.6520335358,194650.00919830284
scenario_377,703250.7788493219,94402.0446167548
scenario_378,960967.0477190365,159947.19389389383
scenario_379,1170183.7956403894,214608.4903024064
scenario_380,6571946.261429409,1678574.39279494
scenario_381,2564309.5612598266,598945.4559549455
scenario_382,1893605.8662033246,389078.1722785815
scenario_383,6571946.261429409,1678574.39279494
scenario_384,6937418.120392949,1772893.0616464482
scenario_385,1769034.1318650227,373320.8864753354
scenario_386,2985295.913749096,710998.6592004694
scenario_387,763383.9644576802,137127.00204517812
scenario_388,300665.4672473458,47530.844430879166
scenario_389,362790.5658478813,48730.74586972943
scenario_390,437817.2640901111,65530.84724034556
scenario_391,1221131.0769378939,227861.27934193905
scenario_392,668678.9106793532,91846.45961578128
scenario_393,505064.231651355,65530.84724034556
scenario_394,498851.790547084,65931.82818224104
scenario_395,813978.2196088617,125804.50611546922
scenario_396,1445419.0857410599,279352.3340566093
scenario_397,2172969.274442994,489768.8834028494
scenario_398,1926797.8858748998,420974.7468971684
scenario_399,2182639.6900151423,489768.8834028494
scenario_400,869312.574907436,136998.07602133733
scenario_401,848945.8624953846,132591.35509340942
scenario_402,951579.9370985294,157129.63360966725
scenario_403,738366.2821075409,103335.48757287208
scenario_404,686607.4127506139,89926.01916955748
scenario_405,688650.4060146967,91754.84809113068
scenario_406,580290.8094142177,70552.35054711837
scenario_407,737394.0563962108,102646.7773328923
scenario_408,829557.6917480465,128499.10883159752
scenario_409,667537.7376646104,86865.28804609494
scenario_410,2000048.6313798795,427050.40964388335
scenario_411,1932828.4918249808,408013.3405730077
scenario_412,2146723.945563684,471762.8995506599
scenario_413,2867090.615373125,647266.119299174
scenario_414,1640821.1102146162,334393.1581633541
scenario_415,2399350.5606651376,522539.787228376
scenario_416,2286383.684807764,492734.4806209978
scenario_417,1707967.4239808265,355119.51906142954
scenario_418,2856593.962573607,644421.4229619802
scenario_419,2337642.037153499,506281.8086704546
scenario_420,7224523.946648804,1903330.0822413757
scenario_421,7085059.959556879,1863717.4374354105
scenario_422,4686779.297851159,1227197.198257052
scenario_423,7224523.946648804,1903330.0822413757
scenario_424,7977132.511539328,2082823.5021599955
scenario_425,5544279.663609148,1442580.508794153
scenario_426,7863198.100072449,2051192.4815076464
scenario_427,5416989.569880352,1401043.0666757452
scenario_428,4511468.219366161,1179785.367866608
scenario_429,5398748.716516064,1401043.0666757452
scenario_430,1068493.0938263407,185044.8114443867
scenario_431,1033610.8665176365,175696.1939907175
scenario_432,3833160.148056582,937103.2377304732
scenario_433,1355738.8374986383,251783.5232681216
scenario_434,860336.7483461946,129712.17845726282
scenario_435,3312979.46108387,797506.5598652504
scenario_436,1034199.6196738158,167736.42404730816
scenario_437,3239043.9916408765,777438.3869139495
scenario_438,3759451.9068933656,916675.3352041936
scenario_439,3239791.726719134,777438.3869139495
scenario_440,3445475.7519910005,830947.813878887
scenario_441,3378103.5007553054,812732.0807846625
scenario_442,1902265.6883574745,415157.66653234215
scenario_443,3445475.7519910005,830947.813878887
scenario_444,3867036.721122395,943758.491264881
scenario_445,2225937.7842042763,502806.2216247787
scenario_446,3798607.500061761,925336.0358953222
scenario_447,2172523.1552093755,487889.6456096581
scenario_448,1848834.6134187693,401400.5371093178
scenario_449,2170036.1308265165,487889.6456096581
scenario_450,3253845.5474999007,790142.6129756924
scenario_451,3134089.219106113,755001.3236167926
scenario_452,2635438.5151303043,604904.6000480984
scenario_453,3194040.461164741,790142.6129756924
scenario_454,3514697.9054913335,856786.695489369
scenario_455,2733134.2060382604,652194.0555111065
scenario_456,3326942.7270743833,821922.7241175495
scenario_457,2774588.439679052,636859.3618759677
scenario_458,2396754.6497560046,561116.691531046
scenario_459,2623059.0227322164,620218.3344880475
scenario_460,3412007.7813173383,827036.3752362694
scenario_461,3332395.670180589,805122.7522306293
scenario_462,2392664.614490058,548913.3017268953
scenario_463,3413490.351861473,827036.3752362694
scenario_464,2239581.796441854,511051.6479410465
scenario_465,1464538.7202920725,296364.77069517126
scenario_466,2169432.019873199,491341.1836923762
scenario_467,1408133.723026814,281430.5220635295
scenario_468,2332828.1760810395,529928.2736304889
scenario_469,1411643.2595084955,281430.5220635295
scenario_470,399213.72220616444,54081.51658790468
scenario_471,392112.0623153097,52849.530244542846
scenario_472,2406620.180316233,555087.7628919155
scenario_473,517741.4988150936,67808.72707952492
scenario_474,480752.99261482566,57136.21777154136
scenario_475,2755089.0235741585,647937.7355059821
scenario_476,623909.5742863188,95541.49428774694
scenario_477,2699564.214839297,633389.8854748937
scenario_478,2354119.320645269,541327.5991156187
scenario_479,2699754.6912866426,633389.8854748937
scenario_480,655030.5766517422,95084.65928667468
scenario_481,5428806.3017998645,1400096.050628058
scenario_482,338534.8599484141,51518.898856560576
scenario_483,683311.7777028647,99788.18847300284
scenario_484,434743.2734564967,59765.27320779613
scenario_485,283311.03179076646,49167.92659751437
scenario_486,4715540.4280323675,1215566.9854390202
scenario_487,2668304.325201041,652803.8818759907
scenario_488,3317274.8716083015,814647.2876473946
scenario_489,2690455.567433533,652803.8818759907
scenario_490,918941.780462513,134096.55744075036
scenario_491,644117.4610229526,77487.37764058026
scenario_492,2256816.7812880375,511673.0132805272
scenario_493,732065.9879086732,95946.80027725536
scenario_494,1300000.391723167,234502.0238846352
scenario_495,2892553.9517935226,686125.7002487902
scenario_496,590488.0228704629,77487.37764058026
scenario_497,1881921.4729538774,403160.2962409142
scenario_498,1349336.0083174817,266002.459631112
scenario_499,1856678.4812440462,403160.2962409142
scenario_500,7081355.585641133,1824465.9087220028
scenario_501,2446592.434796573,565687.1974179111
scenario_502,7718009.262572273,1990317.439562744
scenario_503,7081355.585641133,1824465.9087220028
scenario_504,7022576.02989585,1809600.039623297
scenario_505,7663647.652052695,1976758.694932664
scenario_506,2378261.442264281,546240.4280736404
scenario_507,3053560.449641114,727278.0886842048
scenario_508,3135019.684533142,748916.6436779004
scenario_509,3053775.58189144,727278.0886842048
scenario_510,665170.2928565461,79547.72476593981
scenario_511,1635584.7143258383,338084.0277730676
scenario_512,727471.3850061207,95409.82803518749
scenario_513,619843.2604988823,75224.86248590196
scenario_514,647133.534036035,75220.87308842536
scenario_515,675330.6023644828,84956.57512793623
scenario_516,1580596.1181827262,327919.71745899983
scenario_517,1792903.5848366842,384272.0825898445
scenario_518,1822073.8824708364,395446.5304576557
scenario_519,1780965.143940636,384272.0825898445
scenario_520,2073556.4062254808,457158.3407283634
scenario_521,2466476.1803991846,565822.5098860704
scenario_522,884912.9082556278,132706.41490775844
scenario_523,2075832.162243317,457158.3407283634
scenario_524,3257737.3755162787,771620.5118102309
scenario_525,1769636.2395228315,365801.3270453504
scenario_526,3703352.3876089933,894112.8255250566
scenario_527,1872565.826132066,389370.97551746224
scenario_528,1020251.5274785557,164184.13828759303
scenario_529,1919117.5621240854,401787.2271364864
scenario_530,4370478.28911491,1118069.7934611836
scenario_531,379519.3545661659,47930.440882888506
scenario_532,5896783.146820342,1533754.1315571931
scenario_533,4371837.131015474,1118069.7934611836
scenario_534,3997200.9218988363,1023409.5767818897
scenario_535,5518867.486743468,1438343.0261030328
scenario_536,298257.4145148487,46250.06112363752
scenario_537,424253.85623945826,54698.50269143136
scenario_538,557638.6474491758,73315.79905930562
scenario_539,427187.07063293684,54698.50269143136
scenario_540,2026382.0608456642,453006.8001309829
scenario_541,567686.7315330298,72788.70562892275
scenario_542,3985386.2270601783,991993.1803276718
scenario_543,2027543.572743812,453006.8001309829
scenario_544,2254627.2164066816,514260.09654375765
scenario_545,4288128.849630695,1072855.725752562
scenario_546,658214.5144258083,80485.45685151087
scenario_547,1569396.9548096557,327308.9011654897
scenario_548,1363306.3604758813,271955.6589059213
scenario_549,1569620.9434532654,327308.9011654897
scenario_550,351236.2490339666,61362.30363872082
scenario_551,1547864.1465899397,318467.1233979472
scenario_552,440136.6502162886,65635.5400354321
scenario_553,354101.12254362047,61362.30363872082
scenario_554,402368.1279725391,61770.58176440491
scenario_555,516213.3686392424,65999.56435564139
scenario_556,1764238.6086294227,375542.6387429933
scenario_557,2659142.560504525,629927.8913672239
scenario_558,2376873.2548721037,554259.8616712939
scenario_559,2659670.6422627745,629927.8913672239
scenario_560,2955194.6054134103,701173.6175399178
scenario_561,4868409.081231346,1213179.1652982202
scenario_562,795049.2990604294,129811.70637660415
scenario_563,2961018.7201779564,701173.6175399178
scenario_564,3139793.835878275,750359.8054385756
scenario_565,1286705.1573743199,259038.19009200917
scenario_566,5057582.60423116,1263274.7730078634
scenario_567,1574548.04086684,310358.92402939824
scenario_568,1870904.5230727037,389568.32755695
scenario_569,2026723.565431272,430988.7316539568
scenario_570,1711878.5285135654,365473.8440427453
scenario_571,4739672.341324468,1234043.2172004532
scenario_572,4539422.751176243,1135687.5466613802
scenario_573,1722464.490816337,365473.8440427453
scenario_574,1804297.1610783313,390700.5159621645
scenario_575,4681659.465536561,1173568.080082361
scenario_576,4850637.984744095,1260639.2461375722
scenario_577,7778635.941133973,2035303.8403893665
scenario_578,7689755.409382459,2013806.7392001653
scenario_579,7778635.941133973,2035303.8403893665
scenario_580,5704770.996333893,1469711.4692573952
scenario_581,3889800.044377425,955486.7208339268
scenario_582,5293628.9966515275,1355731.813167208
scenario_583,5691252.85808146,1469711.4692573952
scenario_584,5151407.070821792,1327336.7107011797
scenario_585,4717938.811891622,1212745.725554763
scenario_586,3249009.008508138,790652.399082335
scenario_587,2891718.237296524,683766.8760892296
scenario_588,3454974.8723129462,842394.6317656313
scenario_589,2862469.5446240455,683766.8760892296
scenario_590,511358.45839424426,77397.03768930891
scenario_591,358575.5234643042,63807.23191141409
scenario_592,492275.6058935732,77167.4333351642
scenario_593,481551.7549497607,77397.03768930891
scenario_594,760305.9176400946,101717.1299028997
scenario_595,640388.1793494879,77167.4333351642
scenario_596,453553.8322907624,64746.33073334697
scenario_597,508389.1861591158,63931.33698976798
scenario_598,323335.9981163266,62980.50520157188
scenario_599,433600.9900444615,63931.33698976798
scenario_600,669335.6559263216,88025.49369652692
scenario_601,403522.8993483454,59064.535336105895
scenario_602,401564.0048620997,69845.22822895764
scenario_603,693747.1511380386,90318.3729025911
scenario_604,604545.9150507206,73048.390030005
scenario_605,438805.3353917967,69734.05246917735
scenario_606,396641.97061382356,58500.03778291335
scenario_607,256050.56363565888,51022.798244246085
scenario_608,328727.7983994573,51663.34958273552
scenario_609,299656.1309408814,51022.798244246085
scenario_610,1946365.832742396,408091.8672474206
scenario_611,1185381.197885423,204184.5039375744
scenario_612,5073848.209881957,1286927.423232959
scenario_613,1824253.861823667,395465.69841116015
scenario_614,1757208.3924625395,359319.0577177729
scenario_615,4803076.645216527,1215409.4282126618
scenario_616,885233.7669495211,131560.56189520235
scenario_617,3290914.3265518188,794302.9345532317
scenario_618,3574769.5942472555,870580.791742347
scenario_619,3290055.508983803,794302.9345532317
scenario_620,3176546.4512102418,761370.8589003939
scenario_621,5906785.571539355,1520192.1399786894
scenario_622,1441675.7594376993,288403.11152943305
