,sum_I_new,max_I_now
scenario_8678,5759267.688806622,1507046.4483079351
scenario_8679,4998769.413526093,1320664.491596676
scenario_8680,3246316.345947209,778045.7151988959
scenario_8681,7020381.550835995,1820237.676849352
scenario_8682,565705.2383776077,78217.34977816821
scenario_8683,3246316.345947209,778045.7151988959
scenario_8684,3370807.346326767,811316.3410643224
scenario_8685,586380.3609526618,78217.34977816821
scenario_8686,7111247.6290870495,1843113.659843424
scenario_8687,2625002.8740189523,630469.0640165425
scenario_8688,2540782.102902434,609204.1299517928
scenario_8689,2621951.4184941184,630469.0640165425
scenario_8690,3549858.43236395,899258.0777171847
scenario_8691,609895.1653846924,77628.21608041725
scenario_8692,4501248.912992617,1162267.6988947326
scenario_8693,3545965.6627450744,899258.0777171847
scenario_8694,3626717.5145564075,919259.7918867572
scenario_8695,4581296.115562795,1183437.753140587
scenario_8696,625252.4542648811,77628.35922091614
scenario_8697,883681.0987811938,136128.8787585909
scenario_8698,840496.1107028462,126032.72270781634
scenario_8699,878777.3949189344,136071.6886252643
scenario_8700,3432947.9311571084,835419.8416421204
scenario_8701,868454.4076408148,146691.52388376894
scenario_8702,4898370.654391705,1231089.826792999
scenario_8703,3432323.980942044,835419.8416421204
scenario_8704,2753396.0167431594,652888.5095406357
scenario_8705,4146233.6728550973,1031080.9487617372
scenario_8706,592097.8491240414,75744.30257970806
scenario_8707,1162364.492932636,224717.7243895133
scenario_8708,1674117.4190585588,360974.08298463706
scenario_8709,1162291.720376489,224717.7243895133
scenario_8710,505773.09402788716,59904.34495652135
scenario_8711,1208566.3906928387,208843.9677264813
scenario_8712,558766.6364986652,69565.09867822354
scenario_8713,474772.0050164548,58763.261905882486
scenario_8714,908816.5609827328,162529.74783150564
scenario_8715,920269.7317126449,161531.18894855195
scenario_8716,1821397.449293714,371054.4068967742
scenario_8717,2166484.6103226794,462508.842630472
scenario_8718,1393272.3622259614,259886.43655256863
scenario_8719,2093270.3789854436,443573.2678137523
scenario_8720,1261609.5684526036,246545.9027426402
scenario_8721,1131833.2213740703,213549.8402990671
scenario_8722,413494.8884825657,68208.38560846481
scenario_8723,1261609.5435777598,246545.9027426402
scenario_8724,1919531.7176405222,422944.0127685203
scenario_8725,569344.7666884151,68853.7103520958
scenario_8726,1748889.4607017708,378593.4838300433
scenario_8727,536534.2588911925,65740.68151212971
scenario_8728,370129.7305264809,64675.434129824425
scenario_8729,513280.55747310614,65740.68151212971
scenario_8730,2283787.8024423937,500184.59422092553
scenario_8731,2038925.9265135182,432210.51883477886
scenario_8732,5717772.320499263,1456170.6819262828
scenario_8733,2204034.7816566653,489669.5514144237
scenario_8734,1783639.8896868932,370261.3087288997
scenario_8735,5046060.90929376,1280060.0006011748
scenario_8736,1500920.254250352,298892.4669342987
scenario_8737,4684205.980399979,1179067.6259135131
scenario_8738,5376909.583242187,1361876.5470251914
scenario_8739,4684205.980399979,1179067.6259135131
scenario_8740,5709700.738992893,1498974.8288344166
scenario_8741,5172313.531040265,1344802.459306267
scenario_8742,6091082.792273711,1600388.3445529244
scenario_8743,5709731.97576756,1498974.8288344166
scenario_8744,5790698.154306481,1518959.9811329949
scenario_8745,6170956.213563035,1620316.048510732
scenario_8746,5259473.5410930915,1367036.5315131322
scenario_8747,5650288.38877124,1471338.0023918694
scenario_8748,5563739.552016529,1449376.610649782
scenario_8749,5650288.38877124,1471338.0023918694
scenario_8750,1050067.3533562915,173259.7652285237
scenario_8751,984184.7282256433,158431.75919181123
scenario_8752,1096192.1013031942,184839.4535133344
scenario_8753,1489472.2251512492,290086.24299223203
scenario_8754,1126226.9919744935,193218.441618391
scenario_8755,1606408.968166778,320522.8635636971
scenario_8756,1503055.1381548638,296001.5627681218
scenario_8757,1082840.4943647701,183568.17042145607
scenario_8758,1431640.8048540049,276577.908897015
scenario_8759,1539138.8802916403,304992.9860149202
scenario_8760,2343698.1621637074,517375.3976465583
scenario_8761,2171017.406537688,472761.6844518264
scenario_8762,1620824.8791194425,330894.99327185634
scenario_8763,2226040.831349425,501054.793777999
scenario_8764,1372898.8482172377,262849.2765609073
scenario_8765,569518.9895578143,75920.54498899292
scenario_8766,1176703.7810947855,220568.9511531641
scenario_8767,778504.4424271435,113212.2466813846
scenario_8768,947621.1213819701,155244.49244891532
scenario_8769,522352.2315715809,73543.61233377978
scenario_8770,2640448.7436871394,629738.3718420301
scenario_8771,2286653.956580244,526763.2270861084
scenario_8772,5601829.6197072165,1441837.5869814618
scenario_8773,2920143.3887842014,669314.8299935376
scenario_8774,3061227.54038959,739585.4946757323
scenario_8775,6092160.117390019,1564707.081557325
scenario_8776,3099249.2389122914,710355.4955026584
scenario_8777,5685492.593823443,1454594.6494318598
scenario_8778,5188644.174481278,1322640.7484308006
scenario_8779,5697827.298824314,1454594.6494318598
scenario_8780,5641662.00065175,1426301.5588442544
scenario_8781,5351182.817222244,1346691.8646517775
scenario_8782,2267821.1238718983,505842.11100061465
scenario_8783,5641662.00065175,1426301.5588442544
scenario_8784,5309808.550093454,1338548.6034533374
scenario_8785,1984901.2220541951,438908.0652980471
scenario_8786,5011145.264400261,1256436.70930486
scenario_8787,1801302.9333720952,378833.399848081
scenario_8788,2004753.6590601667,442351.0527784196
scenario_8789,1769229.9677435718,378827.4611632148
scenario_8790,345045.35826516483,57967.22217651665
scenario_8791,312571.43455426296,54013.66724175506
scenario_8792,249211.82117727346,49250.2276621271
scenario_8793,440626.71677779575,57967.22217651665
scenario_8794,319509.3523092758,57351.28662458601
scenario_8795,306184.67756175395,48965.23387279138
scenario_8796,357283.21542872797,53238.82385536501
scenario_8797,214028.01528394042,45060.96469848496
scenario_8798,308022.1965555468,45447.58429915777
scenario_8799,272910.24897769507,45060.96469848496
scenario_8800,2863897.4071217654,677923.1584126609
scenario_8801,8929150.738421727,2322004.182521397
scenario_8802,1327497.4887146086,263924.0847847547
scenario_8803,2865530.039931494,677923.1584126609
scenario_8804,2528914.699401095,588558.9868837164
scenario_8805,1186576.3852070703,226202.5792516167
scenario_8806,8763454.831996331,2283574.983353868
scenario_8807,7205397.395239634,1884352.218412224
scenario_8808,7419032.533620734,1936141.8927931236
scenario_8809,7206538.363908747,1884352.218412224
scenario_8810,1445106.1699346278,290294.9632764674
scenario_8811,993484.5684662757,166312.55167881923
scenario_8812,1017275.6201214781,169337.74816799955
scenario_8813,1449827.717159117,290294.9632764674
scenario_8814,1294572.5968801645,248984.2756790024
scenario_8815,923010.8368192925,142331.90829399176
scenario_8816,890102.3873144155,137121.92554726155
scenario_8817,639982.5237992527,80344.05275226555
scenario_8818,731602.8850827208,91142.91118051218
scenario_8819,656300.5108664811,80344.05275226555
scenario_8820,5151242.66584518,1317291.3195874048
scenario_8821,1156786.2230348035,218381.91768042775
scenario_8822,2104992.343735598,460584.0280757656
scenario_8823,5152227.238798497,1317291.3195874048
scenario_8824,4888808.472210654,1248466.4861716947
scenario_8825,1979897.9737845515,422555.8821181691
scenario_8826,1008747.1342774355,176979.62460703505
scenario_8827,413418.0654409073,62458.12352464264
scenario_8828,540365.8164861258,64424.204889027154
scenario_8829,465261.31983254204,62458.12352464264
scenario_8830,417940.6145890924,74408.57569005834
scenario_8831,1249129.8586262614,239320.6450853079
scenario_8832,664141.1730745556,83824.23241934938
scenario_8833,423336.65816584235,74408.57569005834
scenario_8834,668596.0766745962,81540.30429781546
scenario_8835,1228860.3466177564,233896.37162133423
scenario_8836,2046500.8108563363,453715.9082707018
scenario_8837,3313850.847142409,805884.0945983718
scenario_8838,2198679.871170514,504798.5645061394
scenario_8839,3315146.6198696056,805884.0945983718
scenario_8840,1216717.9410441115,227971.26003380495
scenario_8841,1806104.9082078044,390505.01558888174
scenario_8842,3190988.1577672022,764506.3915839774
scenario_8843,1221646.8339280428,227971.26003380495
scenario_8844,1510748.1497615369,307586.4433441305
scenario_8845,3704115.4972040975,902187.3437595664
scenario_8846,2182891.5490616765,491087.4546020059
scenario_8847,4640434.622739645,1159158.5970734956
scenario_8848,4121663.232300894,1020468.2305380484
scenario_8849,4640434.622739645,1159158.5970734956
scenario_8850,3912444.1157728764,947036.319223126
scenario_8851,686569.4909304979,115037.64975705174
scenario_8852,5011860.525000221,1277909.0556871663
scenario_8853,3655979.9086700683,929774.5229441944
scenario_8854,4374310.971190224,1060558.060313213
scenario_8855,5371815.119255244,1389533.556403711
scenario_8856,385240.0693700759,52092.81853998223
scenario_8857,1164239.6259357843,231013.80345773988
scenario_8858,397518.5105275823,57158.4804098713
scenario_8859,529767.9452548001,63377.67928913592
scenario_8860,4828315.029302463,1218147.666195243
scenario_8861,2253354.9443196184,510548.978631553
scenario_8862,1383494.583846799,272716.8038307654
scenario_8863,4828390.506712521,1218147.666195243
scenario_8864,5366524.136610351,1359746.0696583567
scenario_8865,1988439.789239994,414192.9626314485
scenario_8866,2771162.478126993,648117.2370844425
scenario_8867,592235.8814100977,74408.17821817493
scenario_8868,752600.9202220868,105525.23463024654
scenario_8869,1016924.0399548316,174271.62402702635
scenario_8870,912096.0647022761,154495.26657487574
scenario_8871,3665520.3542106757,895046.13337273
scenario_8872,1361619.197268385,266138.6996480318
scenario_8873,667010.202914838,89495.40593734082
scenario_8874,486018.8469488266,65936.44862266602
scenario_8875,731214.8837968581,106754.07984051543
scenario_8876,2696251.7904909006,651166.6396545069
scenario_8877,4330495.627216576,1099095.2569777882
scenario_8878,5355423.336550688,1368150.02766975
scenario_8879,4327345.329857469,1099095.2569777882
scenario_8880,913363.6668451272,158841.2729189928
scenario_8881,1819572.6888105078,392715.2421310958
scenario_8882,757817.9299276709,117586.150086448
scenario_8883,952877.8394412526,163866.0284775479
scenario_8884,699776.6740141634,102571.4050668329
scenario_8885,626712.7062650353,80827.5925437551
scenario_8886,1461912.1157679637,293426.03881832864
scenario_8887,1224653.5868138417,231605.1906703688
scenario_8888,1575500.0071220766,318860.0261337268
scenario_8889,1243671.311676866,231625.37744656927
scenario_8890,1134018.8101303556,189330.24960680224
scenario_8891,2767308.249522552,656742.0651857015
scenario_8892,1078504.1135495033,174233.92331119496
scenario_8893,983914.5159442006,163070.76541682644
scenario_8894,1893863.5068741767,389732.9386524049
scenario_8895,1453176.7454590083,283950.50833677355
scenario_8896,3537525.8186934055,880673.7666151044
scenario_8897,3494911.7246040944,829208.0949385824
scenario_8898,2497338.2760189637,604424.688122469
scenario_8899,3328032.2389264205,821761.830445893
scenario_8900,8001193.917578902,2071310.2913784585
scenario_8901,6033190.131598755,1531572.4444640563
scenario_8902,4344475.009332773,1095669.236401026
scenario_8903,8001193.917578902,2071310.2913784585
scenario_8904,7614511.907501979,1976544.4481679955
scenario_8905,3967378.637536177,976919.017398368
scenario_8906,5452341.854259443,1378909.514998568
scenario_8907,1835418.6140001607,389491.14397877513
scenario_8908,2555874.76595449,565685.3276314316
scenario_8909,2054794.104337681,433457.5119214186
scenario_8910,1253827.272806652,229907.45855738848
scenario_8911,829561.8404315708,139282.12306644992
scenario_8912,2683495.462850257,622331.7633632625
scenario_8913,825840.9086480034,119181.76706138268
scenario_8914,980057.578888139,158062.39375110358
scenario_8915,2236719.509326076,506096.2219331855
scenario_8916,370306.9879741595,61487.2892616011
scenario_8917,1225270.609671395,233905.32392179227
scenario_8918,1507574.48282952,315228.91341350577
scenario_8919,1197968.0949804524,232743.41916136508
scenario_8920,1456101.297536058,296809.262732393
scenario_8921,742756.3205553538,119187.86354284408
scenario_8922,1175351.9743702887,220789.76770585132
scenario_8923,1516775.0530270168,303434.1607736122
scenario_8924,1680774.8261804814,356951.428181085
scenario_8925,1512364.3724354284,300889.1398764291
scenario_8926,1038534.3102294677,192281.1271933388
scenario_8927,702338.6540634315,107499.93043014436
scenario_8928,771648.995548798,126329.03740366823
scenario_8929,930908.1544017082,167015.95018079647
scenario_8930,2650649.28752331,626111.6259377137
scenario_8931,1264324.1518508666,236820.529214395
scenario_8932,2439286.495302344,567067.9091241347
scenario_8933,2685898.176995697,626111.6259377137
scenario_8934,1736018.9812080532,378763.4902070848
scenario_8935,1600465.4868991007,333883.627463409
scenario_8936,759030.3037296028,97765.27917405896
scenario_8937,666478.6871471158,81613.85856914659
scenario_8938,1257622.7226647811,225071.27571122
scenario_8939,702886.1016922477,82720.03170071625
scenario_8940,1287298.181645541,235356.61488799128
scenario_8941,2810567.3127060477,667979.3100666354
scenario_8942,1166449.659939864,201242.25090805427
scenario_8943,1248923.6156479446,228163.94503845664
scenario_8944,1462180.4672926073,281256.41597183567
scenario_8945,1261845.2112349563,228592.48007779484
scenario_8946,3032568.424737798,731662.0168517928
scenario_8947,2771226.4303938923,649555.0364450155
scenario_8948,2515491.3029718697,589256.0680414338
scenario_8949,2743780.226035941,649555.0364450155
scenario_8950,269917.64252338704,42512.31679217389
scenario_8951,481311.3555663247,68787.87931890527
scenario_8952,2241580.338029385,514066.4020853464
scenario_8953,251466.51033966424,42512.31679217389
scenario_8954,321729.232121354,43158.67337417776
scenario_8955,2588207.583731462,606163.9890211486
scenario_8956,520527.1086718201,68914.45357312523
scenario_8957,3953678.332878346,966123.6780633724
scenario_8958,3564204.368965618,862571.6451421017
scenario_8959,3953678.332878346,966123.6780633724
scenario_8960,1274577.2847028363,258563.31064635195
scenario_8961,6892753.065180787,1788646.812918736
scenario_8962,209727.76333914482,38929.58615840798
scenario_8963,1275759.2013428267,258563.31064635195
scenario_8964,2500170.51769262,583405.9807345913
scenario_8965,680986.9834047034,123029.2442289682
scenario_8966,7982395.8081243485,2061961.762178636
scenario_8967,2729588.920398913,617702.7953853152
scenario_8968,1916070.9978814581,401477.5389312863
scenario_8969,3010012.5468890895,685640.6715375253
scenario_8970,1280000.05288345,244775.4917967289
scenario_8971,813704.4454884743,121485.183614521
scenario_8972,1420847.7348964072,283670.5567871851
scenario_8973,1290020.9182053579,244775.4917967289
scenario_8974,1177315.6896098903,216668.80093259332
scenario_8975,1313911.2481334435,252935.75754104255
scenario_8976,760401.2335322255,104222.81700782623
scenario_8977,829399.8961129566,126052.54519055191
scenario_8978,916580.6708202921,146559.22135284037
scenario_8979,838189.5595518702,126052.54519055191
scenario_8980,3850719.8013501517,956067.533008822
scenario_8981,731520.2383076625,109277.86602781032
scenario_8982,4211720.579580096,1055175.4503207954
scenario_8983,3839749.4214475923,956067.533008822
scenario_8984,3686996.6553295497,912563.9069971894
scenario_8985,4038596.7873111204,1010874.676546984
scenario_8986,597745.7549484519,76138.35781020926
scenario_8987,745135.4647766424,111802.27768178952
scenario_8988,766397.6409299301,120187.65405621236
scenario_8989,700259.8897973124,103095.10171566792
scenario_8990,595624.7527164626,69884.87098794902
scenario_8991,1374065.7261950895,257197.97607587796
scenario_8992,619011.9578258628,75030.85457204095
scenario_8993,521487.40791986656,68949.31345784152
scenario_8994,536799.2765194792,68847.91476678298
scenario_8995,499767.948971417,69349.6259459285
scenario_8996,1214890.8403434923,222845.91898903967
scenario_8997,1339967.8903741352,251162.7144599108
scenario_8998,1431005.9664592755,282781.03711400524
scenario_8999,1310614.0307089316,250292.16223659975
scenario_9000,1618364.9639618,337332.22782531485
scenario_9001,3769237.6681276415,929576.1646711492
scenario_9002,763866.3336579883,103535.0785822084
scenario_9003,1735124.9211011878,355765.3701396862
scenario_9004,844945.678913244,129119.72099203848
scenario_9005,571601.2560323859,76683.06184407325
scenario_9006,2533308.0465105292,593747.2253266808
scenario_9007,1156928.157764792,212020.6235806249
scenario_9008,2231982.421365154,478762.9395885083
scenario_9009,1282247.0229521384,229768.77669824372
scenario_9010,2569472.4887100016,586411.9344122984
scenario_9011,550804.4329711706,65104.07334091892
scenario_9012,4830311.680438216,1237810.799024353
scenario_9013,2432203.114678637,578043.0830344732
scenario_9014,2726517.668310254,626213.283047332
scenario_9015,5003966.339035013,1285168.9305073766
scenario_9016,402805.06994926574,64863.09783342614
scenario_9017,959190.9295555111,159793.60051821353
scenario_9018,793585.1501155808,122271.06361021764
scenario_9019,881515.7200512299,145687.57237418
scenario_9020,4395795.692449003,1094881.5263198037
scenario_9021,3296247.7074201927,792395.3338954073
scenario_9022,4883289.441279018,1225831.2815755457
scenario_9023,4407711.292344445,1094881.5263198037
scenario_9024,4641759.541458103,1160302.9757363324
scenario_9025,5134747.453850518,1290679.8194917114
scenario_9026,3566679.7444983423,858452.6375039909
scenario_9027,4021794.649042685,987495.3052091742
scenario_9028,3775332.2001671605,918907.280251423
scenario_9029,4032183.6213102764,987495.3052091742
scenario_9030,582925.5626569262,80477.0432977672
scenario_9031,4367247.515702731,1107598.9658376884
scenario_9032,599137.627557362,83480.45942076432
scenario_9033,346080.3329504624,57904.7491650434
scenario_9034,653390.7000366873,98208.37901714534
scenario_9035,386193.257576188,59259.21740102564
scenario_9036,4397523.9586595865,1144182.7607366312
scenario_9037,4709237.40368109,1201932.92616618
scenario_9038,4462395.928132884,1165534.8684501424
scenario_9039,4607993.946474681,1201932.92616618
scenario_9040,791257.4299708854,122219.97447349963
scenario_9041,1045763.0570578021,185629.07147146692
scenario_9042,459106.8792871144,64554.50992150647
scenario_9043,833465.0882906998,129770.88001228547
scenario_9044,605532.1254361169,74322.66210987275
scenario_9045,430646.80216747086,63893.14832677138
scenario_9046,819958.0194953457,121668.46409837891
scenario_9047,455641.3294452397,72298.0198545436
scenario_9048,682547.0544441747,88608.06000059648
scenario_9049,522927.92810977245,72298.0198545436
scenario_9050,2531964.4598506973,558612.2466434608
scenario_9051,3036005.2807480134,691727.6342196042
scenario_9052,5366453.810723509,1354241.0543473267
scenario_9053,1857610.6997645008,396357.9859279287
scenario_9054,1933505.5093461731,399341.5277708456
scenario_9055,4676743.9231343875,1175027.9575432756
scenario_9056,2037765.8875243245,458040.3188767058
scenario_9057,5581457.512344093,1425806.7283156272
scenario_9058,6193196.005180094,1585385.2191770624
scenario_9059,5577892.675456556,1425806.7283156272
scenario_9060,7423552.127303574,1943167.8279829123
scenario_9061,3620912.3495796663,883135.0011000248
scenario_9062,4995184.972347945,1300778.6696963762
scenario_9063,7423552.127303574,1943167.8279829123
scenario_9064,8109004.423761895,2109441.238238648
scenario_9065,5853816.81702659,1508205.2055608004
scenario_9066,4750017.913914592,1183582.57502391
scenario_9067,2262636.888766887,512454.1544584798
scenario_9068,1597163.6680396916,316342.3049316728
scenario_9069,2459005.2622123756,542983.9837581186
scenario_9070,1246385.3360115068,224557.45183021575
scenario_9071,553159.21557951,77717.98917497367
scenario_9072,983591.9275183771,158561.3192380207
scenario_9073,1117902.0909508197,193047.5138515652
scenario_9074,924710.5126476837,140341.50447869505
scenario_9075,598754.6432714907,79312.14953363364
scenario_9076,320524.3705432454,50690.23900816904
scenario_9077,314322.0183421111,44143.45251422123
scenario_9078,341242.71556149895,45191.86569299403
scenario_9079,255951.1521202515,44143.45251422123
scenario_9080,1850509.7139964965,396989.4686790193
scenario_9081,1272847.1885298085,245554.972924106
scenario_9082,1010586.6153022132,170029.2704706268
scenario_9083,1850509.7139964965,396989.4686790193
scenario_9084,2479462.5827217204,563294.2025507299
scenario_9085,1477080.5983823116,292627.2398910405
scenario_9086,1801461.6573630827,383366.2794037214
scenario_9087,1153562.718833448,219845.31265518523
scenario_9088,758404.1376191168,117516.9869617585
scenario_9089,1153562.718833448,219845.31265518523
scenario_9090,2094411.2480055874,481589.56706113525
scenario_9091,1164671.4591726603,212082.5910448124
scenario_9092,6430847.541945173,1660548.0364513616
scenario_9093,2094411.2480055874,481589.56706113525
scenario_9094,2497954.824672421,589828.7368172235
scenario_9095,6925793.474227074,1787872.8682420552
scenario_9096,1464805.163530662,292681.208174329
scenario_9097,5582730.704892712,1416138.1673771737
scenario_9098,4992465.066202843,1260644.596332752
scenario_9099,5582730.704892712,1416138.1673771737
scenario_9100,2213977.0845225346,492679.4781402727
scenario_9101,5210633.64416986,1339162.4879030858
scenario_9102,3147009.0132778506,752367.0796829906
scenario_9103,2213977.0845225346,492679.4781402727
scenario_9104,1466279.3825232813,293462.12967618887
scenario_9105,2211611.2098061848,500755.0661444877
scenario_9106,4375919.615435257,1125236.6820524228
scenario_9107,5451647.955079944,1416255.1187712078
scenario_9108,6273400.66144205,1625211.2961538904
scenario_9109,5451647.955079944,1416255.1187712078
scenario_9110,231970.02924016624,46076.69672942611
scenario_9111,478501.71504705754,78018.3095989401
scenario_9112,256396.54367566115,48869.15291559517
scenario_9113,231970.02924016624,46076.69672942611
scenario_9114,280774.7847667868,47243.70581616774
scenario_9115,313703.5636277183,50665.90768591606
scenario_9116,598285.1239893441,78018.3095989401
scenario_9117,714813.7348119891,89431.06528393798
scenario_9118,556404.9842740647,78540.0944056933
scenario_9119,714813.7348119891,89431.06528393798
scenario_9120,918543.3363140549,161808.4653523119
scenario_9121,2307191.5961522018,504447.25799028407
scenario_9122,2756647.804840623,648418.3209784862
scenario_9123,585544.4966348829,74050.50603980629
scenario_9124,607212.4109901604,82406.78275942075
scenario_9125,2075816.2401306927,467268.0592958323
scenario_9126,1658136.677564909,349514.4866415911
scenario_9127,4962231.7888644915,1245869.316334961
scenario_9128,5703183.8045118805,1441860.7454637357
scenario_9129,4962231.7888644915,1245869.316334961
scenario_9130,778633.3712713534,100406.28292840184
scenario_9131,254924.32868034876,47387.73051019067
scenario_9132,1469824.7867007968,296941.35560202383
scenario_9133,1029069.1161190595,162513.77827782455
scenario_9134,1159160.9194512113,197322.8897236142
scenario_9135,2249202.5590070286,487947.51800841046
scenario_9136,642712.5246058637,104979.98898633872
scenario_9137,522130.31075374904,62007.24488969006
scenario_9138,467510.3640188779,56055.64720730174
scenario_9139,809751.3652768391,137989.9444945131
scenario_9140,6626601.293916788,1708438.3785202866
scenario_9141,2685692.9052836774,625006.9940801684
scenario_9142,3422624.472389158,820718.3641296679
scenario_9143,6626601.293916788,1708438.3785202866
scenario_9144,6736672.540806113,1736359.807117761
scenario_9145,3445381.260597324,849325.4375210447
scenario_9146,2820506.884397498,662713.1049802253
scenario_9147,1149007.7280939,208062.20082685992
scenario_9148,723111.8103684376,95397.7497367602
scenario_9149,774249.3115163613,108593.74680940303
scenario_9150,588391.1190940924,76340.50984861502
scenario_9151,2674125.7297850973,642966.0633152657
scenario_9152,1563373.4366259826,324458.9471160997
scenario_9153,695327.61000887,86336.68643191044
scenario_9154,615638.6894968248,76341.26479757957
scenario_9155,1649505.7938620285,345910.0901059209
scenario_9156,2795168.679394491,665486.3690040552
scenario_9157,5064436.569202892,1294081.2891857629
scenario_9158,4963171.91218912,1267364.9020647376
scenario_9159,5064658.890709489,1294081.2891857629
scenario_9160,3713751.1210927535,905745.446109316
scenario_9161,7948993.793731123,2080427.0423797567
scenario_9162,2915535.1226677685,690621.8059075989
scenario_9163,3713751.1210927535,905745.446109316
scenario_9164,4777166.862797833,1189278.214187716
scenario_9165,3925214.881084871,961296.039338068
scenario_9166,8523873.201189706,2216929.344704397
scenario_9167,7900373.705621258,2057755.2218766208
scenario_9168,7266927.649856289,1904073.7010293384
scenario_9169,7900373.705621258,2057755.2218766208
scenario_9170,5564226.431473553,1440230.4653482754
scenario_9171,1538610.1562708814,300882.84929915465
scenario_9172,5221765.124418764,1343229.065262071
scenario_9173,5553179.067203418,1440230.4653482754
scenario_9174,5026857.295267639,1308433.03006016
scenario_9175,4671105.409769067,1210955.7866770842
scenario_9176,1032223.6187149393,167940.83831754373
scenario_9177,990358.4487540782,157174.69976101274
scenario_9178,1358001.0070865916,253621.43912687848
scenario_9179,944125.8606290056,144913.63732351945
scenario_9180,3124874.584439234,760870.1054795389
scenario_9181,667887.1502493739,90389.73006225452
scenario_9182,1135065.2933468611,208481.78668056687
scenario_9183,3125424.3531516194,760870.1054795389
scenario_9184,3212741.061498902,784528.4850662262
scenario_9185,1219667.7062426128,220181.22643174123
scenario_9186,702679.0209796468,98618.57750924636
scenario_9187,307988.1870658993,62168.64162246594
scenario_9188,338861.1121037072,62049.475930475855
scenario_9189,349105.09951216594,62168.64162246594
scenario_9190,520984.0935274498,66461.57199799478
scenario_9191,1600760.0529851513,318524.11148279114
scenario_9192,855989.7377567815,134513.891718508
scenario_9193,920011.6789505337,158894.6371108386
scenario_9194,552979.5726564466,66550.13496124007
scenario_9195,1232831.8287672822,232264.60865193768
scenario_9196,2110717.9932230636,446051.2528709196
scenario_9197,3220308.2101042736,779646.7040297267
scenario_9198,3188397.001544134,751523.5001475738
scenario_9199,3298974.9673168575,780534.1475215715
scenario_9200,2261111.342676374,515615.8454893774
scenario_9201,1622319.5590081098,351451.49707661953
scenario_9202,1117102.9546800167,211839.8781359041
scenario_9203,2261111.342676374,515615.8454893774
scenario_9204,2162505.522755088,489422.8811056717
scenario_9205,1058538.4014380279,196120.30499779165
scenario_9206,1538970.6983619805,329293.2863818923
scenario_9207,689569.7071486856,108528.01284169704
scenario_9208,732764.7588613855,119414.73340719233
scenario_9209,690486.2423720802,108528.01284169704
scenario_9210,1668641.0039156377,343687.3531026065
scenario_9211,1050630.5904003163,172251.49772976723
scenario_9212,1263964.141211947,226021.84681967608
scenario_9213,1684196.3998831594,344786.9458798716
scenario_9214,1613621.8262727172,329211.34645704384
scenario_9215,1253873.6828580706,222386.8494479951
scenario_9216,1032837.7829663197,166746.23615389768
scenario_9217,804370.14180011,106270.5224008088
scenario_9218,878013.9303726049,125705.4432242699
scenario_9219,843072.6585051278,116501.25027140247
scenario_9220,5501520.158719951,1424684.2674149044
scenario_9221,3843333.748032829,955923.2225745734
scenario_9222,4390217.747685628,1124183.9535798146
scenario_9223,5501675.0640052855,1424684.2674149044
scenario_9224,4799446.539803931,1244738.781125846
scenario_9225,3711612.897329643,947446.1980567158
scenario_9226,3073734.489574569,749661.3205599609
scenario_9227,2139248.0538469176,491120.1054644097
scenario_9228,2800128.379646387,667858.642212205
scenario_9229,2141194.212826981,491120.1054644097
scenario_9230,718178.2842219842,91000.432110178
scenario_9231,549262.8154298279,68606.33176982806
scenario_9232,2858689.614370164,674279.1733924232
scenario_9233,773776.1525608022,105681.1566042673
scenario_9234,1032084.4011342619,172822.06813015576
scenario_9235,3568953.1836281726,864384.8806796808
scenario_9236,871194.6191433682,143435.1892676792
scenario_9237,2670598.8202090706,622599.5674235773
scenario_9238,2035628.4310459788,452079.3189585429
scenario_9239,2672789.3872188283,622599.5674235773
scenario_9240,1219753.5801674863,230565.24935336216
scenario_9241,1593976.5324914139,329979.64729492
scenario_9242,745493.8127941054,100981.65502737116
scenario_9243,1209421.2054685205,230565.24935336216
scenario_9244,1172853.5600634115,218087.7128473664
scenario_9245,653420.5757685134,81828.64930636487
scenario_9246,1529582.1460858865,314736.15783564287
scenario_9247,917022.2922232177,140952.57046157037
scenario_9248,899499.1765377135,143005.37500837713
scenario_9249,866893.277058386,134251.39364944265
scenario_9250,2544627.354903548,597978.6242943184
scenario_9251,3496648.724181437,871655.4278594509
scenario_9252,1981367.7151058346,436395.71281940094
scenario_9253,2709369.6485230955,613249.0075722695
scenario_9254,2470036.4581935774,578213.560878924
scenario_9255,2194003.6350230537,469469.9514958487
scenario_9256,3530680.3791254573,852336.8012570012
scenario_9257,2761290.5290860166,665823.0028927086
scenario_9258,3041549.4087947733,704100.0076211435
scenario_9259,2964991.8000695524,684913.7098723095
scenario_9260,5314113.702200929,1337116.4199935982
scenario_9261,6051943.2825702885,1539587.02682124
scenario_9262,1508879.0245412,290612.1080697074
scenario_9263,5314113.702200929,1337116.4199935982
scenario_9264,6160990.571084711,1559967.1040070069
scenario_9265,1438324.5481733913,284915.4822110254
scenario_9266,6828370.957153267,1741428.9347272988
scenario_9267,2523805.6997110853,557178.0679199063
scenario_9268,1404196.694070024,279195.6101078097
scenario_9269,1916111.1761203068,417733.35091937176
scenario_9270,677374.404156738,104096.70589893252
scenario_9271,835887.1691022292,136048.89290935302
scenario_9272,1430617.5502607545,299162.9859373549
scenario_9273,716603.2739980617,114517.78244884015
